user,tweets,follows
user1,"b'Transgender parent in Canada fights to have the world\'s first ""gender-neutral"" baby. https://t.co/ylQ2cBzLVq'",following1
user1,"b'""Gypsies"" are settled in a small Pennsylvania town... and locals complain of them going to toilet in the street and\xe2\x80\xa6 https://t.co/393ndjN5UY'",following1
user1,"b""Crime doesn't pay. Unless you're a ex-Gitmo terrorist who kills an American solider. Canada has given Omar Khadr $8\xe2\x80\xa6 https://t.co/7I4zPsyFlE""",following1
user1,b'Thanks for watching. Have a great weekend. Back Monday to continue the fight against groupthink  #Tucker @FoxNews',following1
user1,b'Congrats to @pdoocy for his #FinalExam victory! Better luck next time @ElizabethPrann #Tucker @FoxNews',following1
user1,b'Michael Caputo: the funny thing is... I was sent in 1994 to #Russia by the Clinton administration to get involved i\xe2\x80\xa6 https://t.co/GhBAZsnWac',following1
user1,b'Who will win our first ever #FinalExam? Tune in to see @pdoocy and @ElizabethPrann battle it out! #Tucker @FoxNews',following1
user1,"b'RT @FoxNews: ABC, NBC under fire after smearing Christian organization as a \xe2\x80\x9chate group\xe2\x80\x9d | Read more: https://t.co/SE2J2r2CQb https://t.co/\xe2\x80\xa6'",following1
user1,"b'RT @FoxNews: Celisa Calacal: ""We have to look at the system and not the individual police officers that are killing these people."" #Tucker\xe2\x80\xa6'",following1
user1,b'.@celisa_mia: Police violence disproportionately impacts black and brown people #Tucker @FoxNews:',following1
user1,"b"".@MichaelRCaputo: The Russia investigation is clearly designed to delay @realDonaldTrump 's agenda #Tucker @FoxNews""",following1
user1,b'.@MichaelRCaputo: The Russia investigation is a fishing expedition #Tucker @FoxNews',following1
user1,b'Do you have what it takes to pass our news quiz? Tune in tonight @ 8PM ET for the first ever #FinalExam! #Tucker @FoxNews',following1
user1,b'Check out my great interview  with @DLoesch if you missed it last! #Tucker @FoxNews https://t.co/aSzOoF6r5s',following1
user1,"b""Tucker: it's a big deal when a country's elites reject their own people. It's an even bigger deal when the people r\xe2\x80\xa6 https://t.co/dmnBFW2AwX""",following1
user1,"b"".@krauthammer: The only question we should be debating is what's best for #CharlieGard  #Tucker @FoxNews""",following1
user1,b'Thanks for coming on! https://t.co/yfftpS95Fv',following1
user1,"b"".@DLoesch: The Women's March is for some women not all women. It is a very discriminatory group  #Tucker @FoxNews""",following1
user1,b'.@DLoesch: #BLM says they are for the First Amendment but they want to quasi censor my rights  #Tucker @FoxNews',following1
user1,"b""RT @FoxNews: 'You Specialize in Moral Outrage': Sparks Fly as #Tucker Battles Romney Adviser on Russia Threat https://t.co/Oa62NOve6M""",following1
user1,b'Thanks for joining! https://t.co/tuvRL8iVu7',following1
user1,b'The Democratic Party has lost everything. Their losses have been historic. #Tucker @FoxNews',following1
user1,"b"".@BradSherman: I'm circulating the articles of impeachment b/c of  @realDonaldTrump 's actions. There's been obstruction of justice. #Tucker""",following1
user1,"b'.@cabot_phillips: Schools are spending money on ""diversity officers"" these days #Tucker @FoxNews'",following1
user1,"b""Daily Mail Editor: @ChelseaClinton 's third book does not seem to be a charm. She's being sued for copyright infringement #Tucker @FoxNews""",following1
user1,b'Tune in to @FoxNews now! We are talking about @ChelseaClinton #Tucker https://t.co/a91TtBY0zP',following1
user1,b'Great discussion! Thank you for joining! https://t.co/MgoBuUOwoe',following1
user1,b'Thanks for joining! https://t.co/OJTCkBb1vy',following1
user1,"b'.@HowieCarrShow: All the violence is being perpetrated by the ""Bernie Bros"". It\'s coming from the Left  #Tucker @FoxNews'",following1
user1,"b""Check out @seanhannity at 10PM ET for his exclusive interview with @DonaldJTrumpJr. Can't miss this one! #Tucker @FoxNews""",following1
user1,b'.@KevinMooneyDC: The modern environmental movement has nothing to do with the environment anymore. #Tucker @FoxNews',following1
user1,b'Thanks for joining! https://t.co/sOZc5F2Jwt',following1
user1,b'American leaders should work in our best interest. That is their number one job #Tucker @FoxNews',following1
user1,b'Col Peters: The #Russians are terrorists and they hate the United States. We have nothing in common with the Russians #Tucker @FoxNews',following1
user1,b'.@brithume: Both the Dems and the GOP thought the other side was working with the Russians #Tucker @FoxNews',following1
user1,"b"".@brithume: As far as we know collusion didn't occur. What we have so far is a meeting that went nowhere #Tucker @FoxNews""",following1
user1,b'The wise @brithume joins me right at the top of the show! Tune in! #Tucker @FoxNews',following1
user1,b'Thanks for watching. Good night! #Tucker @FoxNews',following1
user1,"b""RT @FoxNews: Kennedy: The left's view on vaccines is not the typical liberal anti-corporation policy. #Tucker https://t.co/JkMFzvcDjU""",following1
user1,b'.@krauthammer: The parents of #CharlieGard should be able to decide his medical care @FoxNews',following1
user1,b'Round two of @krauthammer after the break! Stay tuned #Tucker @FoxNews',following1
user1,"b"".@krauthammer: The Statue of Liberty is what attracted people here. We're a nation of Liberty &amp;  that is why ppl come here #Tucker @FoxNews""",following1
user1,b'.@krauthammer: The idea that defending the West is white nationalist is ridiculous  #Tucker @FoxNews',following1
user1,b'#Obama never gave speeches defending the West. #Tucker @FoxNews',following1
user1,b'The West is the freest and fairest civilization in history and it is under attack. #Tucker @FoxNews',following1
user1,b'Hope everyone is enjoying this Monday and getting ready for our big show tonight at 8PM ET. Tune in! #Tucker @FoxNews',following1
user1,b'Have a wonderful weekend and steer clear of the groupthink!  #Tucker @FoxNews',following1
user1,b'Forget about its poverty or exploding crime rate... the mayor of New Orleans is making climate change a top priorit\xe2\x80\xa6 https://t.co/MlTvRBz5MX',following1
user1,"b'RT @FoxNews: Bob Woodson: ""Over the past few years, is that the civil rights movement has morphed into a race grievance industry."" #Tucker\xe2\x80\xa6'",following1
user1,b'Thanks for joining! https://t.co/njeVFDtdWA',following1
user1,b'Thanks for joining! https://t.co/PY58uXzkPW',following1
user1,b'.@MustafaTameez: Political leaks are coming from within the #WhiteHouse  #Tucker @FoxNews',following1
user1,"b'""Today we witnessed President Trump emerging as an American statesman"" https://t.co/DTUg1l94bJ'",following1
user1,b'Thank you for joining! Have a great weekend. https://t.co/qGJPcwYjaG',following1
user1,"b"".@BobWoodson: The Civil Rights Movement of the 60's has been hijacked and destroyed by the left #Tucker @FoxNews""",following1
user1,b'Are violent protests tainting the legacy of the sixties Civil Rights Movement? #Tucker @FoxNews',following1
user1,b'Russia expert:  Today we saw .@realDonaldTrump emerging as a political statesman. #Tucker @FoxNews',following1
user1,"b"".@johnddavidson: .@realDonaldTrump 's election was a real backlash against the elites in both parties of this country #Tucker @FoxNews""",following1
user1,"b"".@johnddavidson: the idea that .@realDonaldTrump 's ideas are out of the mainstream is false #Tucker @FoxNews""",following1
user1,"b""#Tucker: Most European people believe that .@realDonaldTrump 's  travel ban does not go far enough @FoxNews""",following1
user1,b'.@realDonaldTrump meets with #Putin as protests escalate in #Germany. Why does the left continue to riot? Tune in at 8PM ET #Tucker @FoxNews',following1
user1,b'Feminists are upset at animal rights group PETA for sending women to Wimbledon in bikinis. https://t.co/tPDDeBBkGH',following1
user1,"b""RT @FoxNews: British Author: Europe Is Paying the Price for Merkel's 'Migrant Madness' | #Tucker https://t.co/CKuT5m5Tt2""",following1
user1,b'Thanks for joining! https://t.co/kd0wZUR52Q',following1
user1,b'Thanks for joining! https://t.co/EaVDhY4j3x',following1
user1,"b"".@DLoesch: I will not be lectured by the fake feminists at the Women's March  #Tucker @FoxNews""",following1
user1,"b"".@DLoesch: The Women's March will not be getting an apology from me. My #NRA ad is fabulous  #Tucker @FoxNews""",following1
user1,"b""#Tucker: Modern feminism isn't about the women it is about controlling people @FoxNews""",following1
user1,b'.@WendyOsefo: #PETA needs to learn to advance their mission without exploiting women #Tucker @FoxNews',following1
user1,b'.@WendyOsefo: Feminism is about making sure men and women have equal rights #Tucker @FoxNews',following1
user1,b'Thanks for joining! https://t.co/OZTk4HSXRl',following1
user1,b'#Tucker: America has no reason to be ashamed but has countless reasons to be proud @FoxNews',following1
user1,b'RT @FoxNews: .@krauthammer: I would not attribute the lack of faith in our society to our elites. I think it resides more with the left.  #\xe2\x80\xa6',following1
user1,"b"".@krauthammer: .@realDonaldTrump attacked Russia in his speech. It went against the false message that he's a Russian puppet #Tucker""",following1
user1,"b"".@krauthammer: .@realDonaldTrump 's speech today in Poland was his best speech ever. It was a strong defense of the West #Tucker @FoxNews""",following1
user1,"b""#Tucker: America is rotting from within because the people in charge don't think it is worth preserving @FoxNews""",following1
user1,"b"".@krauthammer, .@DLoesch, @mikeroweworks and the latest on .@realDonaldTrump 's foreign trip. Tune in at 8pm ET #Tucker @FoxNews""",following1
user1,b'Hope everyone is enjoying the liberties we share. Land of the free BC of  the brave! \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8',following1
user1,"b""#ChrisChristie\xe2\x80\x8b BUSTED. Tucker: this is what people mean when they say there's one standard for the powerful and an\xe2\x80\xa6 https://t.co/dwZ5mTyaAL""",following1
user1,"b'Mainstream media in meltdown mode over Trump\'s ""violent"" wrestle tweet. .@HeyTammyBruce says the hypocrisy is start\xe2\x80\xa6 https://t.co/iuw09a2BTJ'",following1
user1,"b'Thanks for joining, mate! https://t.co/7gjQVaVE3Q'",following1
user1,"b""That's a wrap for tonight. Have a great night and we will see you all tomorrow for a very special show! #Tucker @FoxNews""",following1
user1,b'.@annakooiman joins the #FriendZone right now. Tune in! #ProudAmerican',following1
user1,b'Thanks for joining! https://t.co/oiykSuSU95',following1
user1,b'.@JLPtalk: Black America got worse under #Obama than at any other time in our history #Tucker @FoxNews',following1
user1,b'.@JLPtalk: The left is using a false sense of racism to keep the country divided. Democrats are angry and desperate #Tucker @FoxNews',following1
user1,b'.@JLPtalk: When I found out .@realDonaldTrump won I went to cloud 9 and I have been dancing ever since #Tucker @FoxNews',following1
user1,"b'RT @FoxNews: #Tucker\'s Thoughts: ""Housing projects hurt neighborhoods in a bunch of ways and there\'s nothing immoral about saying it."" http\xe2\x80\xa6'",following1
user1,b'.@krauthammer: We need a new generation of institutions that teach the positive stories of America &amp; not only the negative #Tucker @FoxNews',following1
user1,b'Is the left making Americans more anti-America? .@krauthammer joins me next! #Tucker @FoxNews',following1
user1,b'.@dcstl: War has been declared on the poor in this country #Tucker @FoxNews',following1
user1,"b""#Tucker: How dare Congress tell homeowners they can't veto projects in their neighborhood. Ppl want control of where they live @FoxNews""",following1
user1,b'Thanks for joining. Have a great holiday! https://t.co/8KgBlKNUDo',following1
user1,b'.@HeyTammyBruce: .@realDonaldTrump can spin the #MSM right around with the click of a button #Tucker @FoxNews',following1
user1,"b"".@HeyTammyBruce: The #MSM is so caught up in their loathing of .@realDonaldTrump that they can't see the real issues #Tucker @FoxNews""",following1
user1,"b"".@HeyTammyBruce: .@realDonaldTrump's tweets are not dangerous. I think the wrestling tweet was brilliant. #Tucker @FoxNews""",following1
user1,"b""Big show live at 8PM ET! .@krauthammer, .@HeyTammyBruce &amp; my take on the hysteria over .@realDonaldTrump's recent tweets #Tucker @FoxNews""",following1
user1,"b'Vicious #Yulin dog meat festival kills 10,000 dogs each year. @VanderpumpDogs \xe2\x80\x8b is heading to China to help .\xe2\x80\xa6 https://t.co/fVyUQAKYoW'",following1
user1,b'RT @FoxNews: Professor: Courts and legislatures should allow restriction of hate speech. #Tucker https://t.co/aGqB0Oizbx',following1
user1,b'Thanks for joining and keep up the good fight! https://t.co/M7Q73e8Kqd',following1
user1,b'Thank you for joining! https://t.co/Pk9KbPbBmD',following1
user1,b'.@LisaVanderpump: Everyone should contact their Congressman to help bring an end to the torture &amp; the #YulinDogMeatFestival #Tucker @FoxNews',following1
user1,"b'San Francisco to pay $190,000 to an undocumented immigrant because of a sanctuary city ""violation"" https://t.co/2TVFucPrSB'",following1
user1,b'.@LisaVanderpump joins me next to talk about the horrific #YulinDogMeatFestival and what you can do to help! #Tucker @FoxNews',following1
user1,b'.@KrisKobach1787: I have dedicated my life to fighting voter fraud. Kansas demands voter confirmation #Tucker @FoxNews',following1
user1,b'.@KrisKobach1787: The voter information we have asked for is just general information that is public. #Tucker @FoxNews',following1
user1,b'.@johnddavidson: .@realDonaldTrump needs to ignore the #MSM and get back to the job of being president #Tucker @FoxNews',following1
user1,b'.@johnddavidson: The #MSM has a double standard when it comes to treatment of #Republican women VS #Democrat women #Tucker @FoxNews',following1
user1,"b"".@johnddavidson: When the #MSM reacts to .@realDonaldTrump's tweets like this it reaffirms his message to his supporters #Tucker @FoxNews""",following1
user1,"b""#Tucker: You shouldn't pay a criminal for breaking the law and that is what San Francisco is doing @FoxNews""",following1
user1,"b'Big Friday night show tonight! Tune in for .@KrisKobach1787, .@johnddavidson and surprise appearance by @LisaVanderpump @FoxNews'",following1
user1,"b""RT @FoxNews: 'Angel Mom' Speaks Out: 'More Light Needs to Be Shed on This Problem' | #Tucker https://t.co/e5xZTq1TAn""",following1
user1,"b""RT @FoxNews: #Tucker: 'Real Tragedy' of #Trump's Tweets Is That They Distract From His Agenda https://t.co/W7iJC9BIFI""",following1
user1,"b'.@DLoesch\xe2\x80\x8b accused of ""white supremacy"" and inciting violence and ""civil war"" for her latest NRA ad. https://t.co/OUqSBeN5MT'",following1
user1,b'Thanks for joining! https://t.co/OwNdzP5WSq',following1
user1,b'Thank you for joining! https://t.co/WB1KWgub0z',following1
user1,b'.@krauthammer: It is clear that there will be pressure to keep patients cheap and costs down #Tucker @FoxNews',following1
user1,b'Thanks for joining! https://t.co/bXa8LrxU7w',following1
user1,b'.@DLoesch: I will continue to condemn violence and I wish people on the left would do the same #Tucker @FoxNews',following1
user1,b'.@DLoesch: Nowhere in the #NRA video did I call for anyone to enact violence or even pick up arms #Tucker @FoxNews',following1
user1,b'.@DLoesch: The reaction to the #NRA video is insane. Apparently my condemning violence is encouraging violence  #Tucker @FoxNews',following1
user1,"b""Mary Ann Mendoza's son was killed by an illegal immigrant... and she has a message for all Americans #KatesLaw https://t.co/WhXp3DGzXs""",following1
user1,b'#Tucker: Why does America benefit from having tons of people from failing countries come here?  @FoxNews',following1
user1,b'.@NoureldinLaw: The travel ban is about politics and not about national security #Tucker @FoxNews',following1
user1,b'.@AlexNowrasteh: Why do you want to waste more resources on people that have not committed violent crimes? @FoxNews #Tucker',following1
user1,b'.@AlexNowrasteh: More laws and more bureaucracy are not the answer  @FoxNews #Tucker',following1
user1,b'.@AlexNowrasteh: Every $ spent on prosecuting an illegal on a non-violent crime is one less $ you could spend on something else #Tucker',following1
user1,b'.@AlexNowrasteh: its hard to see how #KatesLaw would prevent alot of the murders its claiming it would @FoxNews #Tucker',following1
user1,b'.@mamendoza480: The system is showing too much leniency to illegal immigrants  #Tucker @FoxNews',following1
user1,"b'RT @FoxNews: .@newtgingrich: ""98% of the time, President #Trump gets focused; he wants to make America great again. It\'s not just a slogan.\xe2\x80\xa6'",following1
user1,b'.@jeffmason1: The World does watch &amp; listen to the rhetoric coming from .@realDonaldTrump. He has the biggest bully pulpit #Tucker @FoxNews',following1
user1,b'.@jeffmason1: A good journalist would rather not be in the news but @realDonaldTrump makes news with his tweets #Tucker @FoxNews',following1
user1,b'.@newtgingrich: If you hit .@realDonaldTrump he is going to hit you back. It is his personality #Tucker @FoxNews',following1
user1,"b""#Tucker: The left doesn't hate .@realDonaldTrump bc he is vulgar but bc he is a Nationalist and says #America should come first @FoxNews""",following1
user1,"b""#Tucker: #MSM doesn't like @realDonaldTrump because he doesn't play by the rules and he is a threat to them @FoxNews""",following1
user1,"b'.@DLoesch joins us tonight on the backlash over the #NRA video, .@krauthammer, .@newtgingrich and much more! #Tucker @FoxNews'",following1
user1,"b'More undercover CNN\xe2\x80\x8b video reveals it doesn\'t ACTUALLY believe the Russia ""scandal"". https://t.co/k1PsxLbKd9'",following1
user1,b'Thanks for joining! https://t.co/q9F3hjJMhT',following1
user1,b'Goodnight from the show that is the sworn enemy of lying. Tune in tomorrow! #Tucker @FoxNews',following1
user1,"b""RT @FoxNews: Families blame '13 Reasons Why' for 2 teens' suicides https://t.co/aeKhka6t6r https://t.co/VJ1YhFTlKq""",following1
user1,"b""RT @FoxNews: .@MarkSteynOnline: 'I'm In Favor of Replacing Jim Acosta With Elmo' on CNN https://t.co/POCrAxhBDt""",following1
user1,b'Superb! Thank you for joining! https://t.co/fsE3T0y3eS',following1
user1,b'Wonderful as always! https://t.co/BcrDDo6fkR',following1
user1,b'Thank you very much for joining! https://t.co/ZxMTrFQe2C',following1
user1,b'.@KatrinaNation: Americans are eager for a new engagement with the World #Tucker @FoxNews',following1
user1,b'Thanks for joining! https://t.co/eitgFNmjIh',following1
user1,b'.@MartinDaubney: Anyone with a brain knows that Jihadis are the real fascists #Tucker @FoxNews',following1
user1,b'.@CurtAnderson43: #Baltimore is a great city but there are bad areas that are placing a cloud over the whole city #Tucker @FoxNews',following1
user1,b'.@CurtAnderson43: We want to get the people of the streets of #Baltimore that are creating the violence #Tucker @FoxNews',following1
user1,"b'.@CurtAnderson43: Unfortunately, people are defending themselves w/ guns in #Baltimore. That is why murder rate is going up #Tucker @FoxNews'",following1
user1,b'.@RealDrGina: #13ReasonsWhy is dangerous for teens and #Netflix should not continue with a second season #Tucker @FoxNews',following1
user1,b'Is #Netflix endangering your teens? .@RealDrGina joins us next! #Tucker @FoxNews',following1
user1,b'.@MarkSteynOnline: Most Americans are on the side of the #WhiteHouse and not the #MSM #Tucker @FoxNews',following1
user1,"b"".@MarkSteynOnline: The bulk of Americans realize there's nothing to the Russia and @realDonaldTrump investigation  #Tucker @FoxNews""",following1
user1,"b""Big show coming up! .@MarkSteynOnline on the #MSM's obsession with Trump and Russia,  .@RealDrGina and much more! #Tucker @FoxNews""",following1
user1,"b""RT @FoxNews: Clinton adviser: Trump's Lack of Russia Talk 'Reminiscent of OJ Not Asking About Nicole' https://t.co/IFrccTi0Tg | #Tucker htt\xe2\x80\xa6""",following1
user1,b'Have a great night...thanks for watching! See you all tomorrow #Tucker @FoxNews',following1
user1,b'Thanks for joining! https://t.co/Mos3xOiT5v',following1
user1,"b'#Tucker: By the numbers, people are more likely to be killed by someone in their community than law enforcement @FoxNews'",following1
user1,"b'In March, sociologist Charles Murray went to .@Middlebury to deliver a lecture. Instead of listening, the students\xe2\x80\xa6 https://t.co/wjkEUbdAXf'",following1
user1,b'.@Raheelraza: People are responding to @realDonaldTrump emotionally and not the merits of the travel ban #Tucker @FoxNews',following1
user1,b'.@Raheelraza: I support the travel ban. People need to think logically and realize it is for the good of our country #Tucker @FoxNews',following1
user1,b'.@charlesmurray: What happened in the Middlebury lecture hall is toxic bc it went against everything schools should be for #Tucker @FoxNews',following1
user1,b'.@charlesmurray: Faculty members at Middlebury College bragged about not having read my work #Tucker @FoxNews',following1
user1,"b""#Tucker: Russia did not hack the election. They had no impact on the result. It's made up by @HillaryClinton to explain her loss @FoxNews""",following1
user1,b'Undercover .@CNN video exposes its anti-Trump agenda. https://t.co/xGNc5WbJ5b',following1
user1,b'.@brithume: Reporters in the White House briefing should not be asking questions to grandstand #Tucker @FoxNews',following1
user1,b'.@JoeConchaTV: The #MSM is not covering important stories including terrorism &amp; the economy because so much focus on Russia #Tucker @FoxNews',following1
user1,"b""#Tucker: The media's obsession with Russia is hamstringing our foreign policy and distracting from important stories @FoxNews""",following1
user1,"b'Big show coming up .@brithume, .@charlesmurray and much more. Tune in! #Tucker @FoxNews'",following1
user1,b'Thanks for watching. See you all again tomorrow for another chance to eliminate group think! #Tucker @FoxNews',following1
user1,"b""RT @FoxNews: .@SharylAttkisson: Media Giving the Public 'An Artificial Reality' | #Tucker \nhttps://t.co/8qcpft6Ceo""",following1
user1,b'Thanks for coming on tonight! https://t.co/5PwXliv8Cr',following1
user1,b'Thanks for joining! https://t.co/uFNmxXVmmA',following1
user1,b'Wanna see the craziest story of the day? Tune in for #TopThat next! #Tucker @FoxNews',following1
user1,"b"".@LilaGraceRose: There's  a growing trend on the left &amp; in universities to silence viewpoints that they do not agree with  #Tucker @FoxNews""",following1
user1,b'.@LilaGraceRose: Twitter is blocking pro-life information from @liveaction but allows Planned Parenthood promotion  #Tucker @FoxNews',following1
user1,"b"".@VDHanson: #Comey's testimony was a Pandora's box of information #Tucker @FoxNews""",following1
user1,"b""Trump's travel ban victory. Should the travel list be expanded? https://t.co/TIfFOWmy2u""",following1
user1,b'.@SharylAttkisson: Formerly trusted news organizations have been proven to be extremely false  #Tucker @FoxNews',following1
user1,b'.@SharylAttkisson: The establishment media sees @realDonaldTrump as a threat #Tucker @FoxNews',following1
user1,b'.@DavidTafuri: We are not banning people from the countries that have produced people that have actually killed Americans #Tucker @FoxNews',following1
user1,"b"".@DavidTafuri: @realDonaldTrump's travel ban will not keep the United States safe #Tucker @FoxNews""",following1
user1,"b"".@SharylAttkisson: joins me next on her new book and the latest on CNN's retracted story. Tune in! #Tucker @FoxNews""",following1
user1,"b'""It\'s a failure!"": Gun-related deaths double in Seattle after the city introduces a GUN TAX. https://t.co/8L7dRF6Q4B'",following1
user1,b'Illinois wants pro-life doctors to promote abortion services. https://t.co/a7TkhzJX97',following1
user1,"b""Electrical Engineer: We're not protecting the US against EMP attack. An attack like this could kill millions of Americans #Tucker @FoxNews""",following1
user1,b'Thank you for joining! Have a great weekend. https://t.co/jOtJP1HTWu',following1
user1,b'@johnddavidson: #Obama admin politicized everything. Everything they did was to help #Hillary &amp; hurt @realDonaldTrump #Tucker @FoxNews',following1
user1,"b"".@HeyTammyBruce: It is crazy that the rhetoric hasn't toned down since the Arlington, VA assassination attempt #Tucker @FoxNews""",following1
user1,b'.@HeyTammyBruce: Someone needs to start saying that violence is not normal  #Tucker @FoxNews',following1
user1,b'#Tucker: Talk of violence is increasing on the Left since Rep Steve Scalise was shot. You would think it would have toned down @FoxNews',following1
user1,"b'Happy birthday, sir! https://t.co/LxUwCfoOZ4'",following1
user1,"b'Tucker takes on the barbaric, disgusting #Yulin dog meat festival https://t.co/pFpiBpo5EZ'",following1
user1,"b""What's the newest ridiculous comment coming out of #Hollywood? Tune in now #Tucker @FoxNews""",following1
user1,"b""Dems finally realize they don't have a message... and they're beginning to turn on .@NancyPelosi https://t.co/3IMpj5ELhe""",following1
user1,b'.@AsraNomani: We can destroy terror if we name it and identify it...like we did Communism and Fascism #Tucker @FoxNews',following1
user1,"b"".@AsraNomani: The Dem Senators on the the committee in front of us ignored us when we tried to talk about women's issues #Tucker @FoxNews""",following1
user1,"b""RT @FoxNews: #Tucker Battles Dem: 'You Say Dumb Things That Don't Make Any Sense' https://t.co/ggzeHTlEoz""",following1
user1,b'#Tucker: Why would you want to invite people to your country that are dependent on #Welfare? @FoxNews',following1
user1,b'#Tucker: Legal and illegal immigrants currently receive a whole host of benefits @FoxNews',following1
user1,b'.@krauthammer: The problem w/ only appealing to identity politics is you end up with groups infighting and no party unity #Tucker @FoxNews',following1
user1,b'.@krauthammer: The majority of the Democrat party does not have a message or an ideology #Tucker @FoxNews',following1
user1,b'.@Jose_Aristimuno: Expanding the immigration system will create more jobs  #Tucker @FoxNews',following1
user1,b'.@Jose_Aristimuno: All @realDonaldTrump wants to do is divide. He keeps talking about building the wall  #Tucker @FoxNews',following1
user1,b'.@Jose_Aristimuno: Georgia was supposed to be won by #GOP by 20 points. It was closer....Republicans are losing their base #Tucker @FoxNews',following1
user1,"b'RT @realDonaldTrump: ...whether there are ""tapes"" or recordings of my conversations with James Comey, but I did not make, and do not have,\xe2\x80\xa6'",following1
user1,"b'RT @realDonaldTrump: With all of the recently reported electronic surveillance, intercepts, unmasking and illegal leaking of information, I\xe2\x80\xa6'",following1
user1,b'.@realDonaldTrump: We are building the wall on the Southern Border.  #Tucker @FoxNews',following1
user1,b'.@realDonaldTrump: We will always stand with the incredible men and women of law enforcement. #Tucker @FoxNews',following1
user1,b'.@realDonaldTrump: The Paris agreement would have cost Americans millions of dollars. It was a catastrophe #Tucker @FoxNews',following1
user1,"b'RT @FoxNews: .@POTUS: ""We have the hardest-working, the smartest people, the toughest people. They\'re very lucky that our people don\'t prot\xe2\x80\xa6'",following1
user1,b'.@realDonaldTrump: I am not allowing other countries to take advantage of the United States anymore  #Tucker @FoxNews',following1
user1,b'.@realDonaldTrump: Manufacturing is doing phenomenally and companies are moving back  #Tucker @FoxNews',following1
user1,b'.@realDonaldTrump: We are going to start taking care of our country. The people are the rulers of this country again #Tucker @FoxNews',following1
user1,b'.@realDonaldTrump: We love our police. We need to thank the police that protect us  #Tucker @FoxNews',following1
user1,b'.@realDonaldTrump holds a rally in Iowa at 8PM ET. We will bring it to you live! #Tucker @FoxNews',following1
user1,b'Has the left lost its mind? .@AnnCoulter thinks so! She joins tonight to discuss. Her new piece https://t.co/xNQeI8WVzN #Tucker @FoxNews',following1
user1,"b"".@BretBaier thanks for joining! Everyone tune in at 11 PM ET for for Bret's Special coverage #Tucker @FoxNews https://t.co/a1OWx4M4Sr""",following1
user1,b'.@BretBaier joins us next! Tune in now #Tucker @FoxNews',following1
user1,b'Flashback: the mainstream media ridiculed Otto Warmbier while he was detained in North Korea. https://t.co/xt4rrJkXVz',following1
user1,b'.@TGowdySC: Congress has a history of politicizing everything #Tucker @FoxNews',following1
user1,b'.@TGowdySC: Our goal is to have the investigation wrapped up by Labor Day. We have to interview every witness #Tucker @FoxNews',following1
user1,b'Canadians could be jailed or fined for using the incorrect gender pronoun. .@MarkSteynOnline says be prepared to go\xe2\x80\xa6 https://t.co/Gdfh7LIcnA',following1
