user,tweets
user1,"b'Enjoying watching Labour becoming the Nasty Party. Of course in reality, they have been for a very long time.\n\nhttps://t.co/E2ZTvaYmIw'"
user1,b'Parallel standards for parallel societies. https://t.co/Dm8SXZOJE5'
user1,"b""@tezisold uber is an amplification of society's ills. The better the society, the less chance you'll be raped."""
user1,"b'When you have a block vote like this, your community can get away with murder.  https://t.co/f2F5ktC96X'"
user1,b'Did you just misgender Eddie Izzard? https://t.co/xBapjwGHwc'
user1,b'@spencermay awesome picture!'
user1,b'What motivates the Swedish judiciary to make these kinds of decisions? https://t.co/Et5akMp0Lo'
user1,b'\xc2\xa320m of taxpayers money spent on teaching kids that terrorists go to paradise when they die. https://t.co/O8Nfh4PMF6'
user1,b'Didi (the Chinese uber) has none of these problems. Is uber the problem or is it the drivers? https://t.co/BNoK3onIQj'
user1,b'Which of these do you wish was just an #AprilFoolsDay joke? RT for better results. Other? Reply below.'
user1,"b""Last week the pope said there was no hell, now this. Have the world's clergy lost their faith? https://t.co/QHkBHsy8da"""
user1,b'I am shamed. Putting my phone away now. https://t.co/vWRFi9QEPg'
user1,b'Yet another remainer realizes Brexit is a good idea. https://t.co/sjfqWc5chc'
user1,b'Known jihadi given citizenship &amp; UK passport after applying for a one way travel document to Iraq. https://t.co/JceS7aWCol'
user1,b'@DprkKorea @J_star500 that shows the power of the media and how people can get caught up in well crafted hysteria.'
user1,b'Kinda want to apply for a US visa just to prove my pro-trumpness. https://t.co/Fku4KOrUX2'
user1,"b'Man sent to the Hague for approving ""forced marriages"". Why dont imams in the UK face the same action? https://t.co/KefSUKjmR3'"
user1,b'Love reading the news on April fools day. \nhttps://t.co/mheVQt9GF7'
user1,"b'@FXdestination @ShitzuMum \nSo why dont you like him.\n""I dont know, I just dont like him""\nYou know where I\'m going here....'"
user1,"b'@FXdestination @ShitzuMum think of Tommy Robinson?\n""He\'s a racist .........""\nCan you quote anything racist he\'s said?\n""No"".'"
user1,"b'@FXdestination @ShitzuMum I dont think its been rigged, its the same phenomenon as we find in Britain. Ask the average voter, what do you..'"
user1,b'@JimAnderson77 real independence would be a BT scary'
user1,b'You know the brainwashing is working well when 88% want Le Pen policies but few have the balls to vote for her.  https://t.co/G64BhIqVzy'
user1,b'@indyref1 solution for the glaring inconsistency: be far harsher on murderers and those who seek to destroy us.'
user1,b'@indyref1 unfortunately the beheaders of lee rigby didnt lose their citizenship.'
user1,b'The man is living in a parallel universe. https://t.co/Mu4UQwLnyO'
user1,b'Oh diddums. If you wanted to keep your British citizenship you shouldnt have gone to Syria to chop peoples heads off https://t.co/pV0TOVx7QE'
user1,"b'Christians now an oppressed minority in many parts of Germany, having to conform to Islamic standards to fit in. https://t.co/0cQ5C8wMi3'"
user1,b'Labour really is the new nasty party.\nhttps://t.co/8Yg9VBzktl'
user1,b'This is addictive.\nhttps://t.co/SiVB6vGu1q'
user1,b'Animals.\nhttps://t.co/foKDSIfYYr'
user1,b'This is an insult to English women.\nhttps://t.co/5WAgSmFEeM'
user1,b'The Queen is such a sexist! \nhttps://t.co/Wh2nyXdLsj'
user1,"b""1. I'm conservative.\n2. I support Tommy Robinson.\n3. I worry about Islam.\n4. My Gender? Isn't it obvious!\nhttps://t.co/1uCdZTijGW"""
user1,b'You Can start by disavowing your friends Hamas and Hezbollah.\nhttps://t.co/M45WGzomgL'
user1,b'Taking something without the permission of the owner or paying for it is Stealing. https://t.co/3BygfNclRM'
user1,b'Andy Burnham defends fire fighters turning up two hours late to the Manchester bombing. \n\nhttps://t.co/zUZjn3S3bC'
user1,b'Is the pope catholic? You have to wonder now. https://t.co/TqSROFMuy2'
user1,b'The moment we knew leave had won it was already too late to stop Brexit. #Blair https://t.co/FHDlA7RSiV'
user1,"b""Couldn't have happened to a more deserving woman. https://t.co/UxsFPswprQ"""
user1,b'Children should not be subjected to this symbol of oppression. Glad Ofsted agree. https://t.co/tuSPMJOCEu'
user1,"b""@aliceterry_ I've sent you a few ideas, Let me know what you think"""
user1,b'@aliceterry_ \xf0\x9f\x91\x8d'
user1,"b""If everyone doesn't have it, it isn't really free speech. https://t.co/znlJxOVefk"""
user1,"b""@aliceterry_ Please DM me if you'd be willing to be interviewed about your experiences and the nasty tactics used by some on the left."""
user1,"b""@aliceterry_ Im the producer of a podcast which should be launching in the next few weeks. We'd love to have you on as a guest."""
user1,b'@aliceterry_ just read your story in the Guardian. Good on you for standing up for your beliefs against intimidation.'
user1,b'Did George Soros sponsor this article?\n\nhttps://t.co/A6J5BaqQuV'
user1,b'Is this planned? #TheGreatReplacement \n\nhttps://t.co/GFMZxV94ec'
user1,"b'Lol, stale chocolate now the fault of Brexit too. \n\nhttps://t.co/6bQ4zByHC8'"
user1,b'Connecting people is good even if it leads to deaths through terrorism. #DeleteFacebookNow \n\nhttps://t.co/KHhmMegIkE'
user1,b'Self serving MPs serving themselves. Bugger the public.\n\nhttps://t.co/WR7IqHz4Rf'
user1,"b""@Belcherowe you're right, it shoudnt"""
user1,b'@Belcherowe should'
user1,b'Hospital calls the sky blue. Left angry.  https://t.co/GFk4QIdYl8'
user1,b'And we wonder why crime is going up? https://t.co/uS4iYTfB3H'
user1,b'@Belcherowe surely only the German ones'
user1,b'@Michael61025375 sending him to the Taliban would require that \xe2\x98\xba'
user1,b'WTF?!?\nhttps://t.co/2qqUnelnHL'
user1,b'Send him back for the Taliban. \nhttps://t.co/ODJUdK6LjI'
user1,b'Dont you value our democracy? Brexit has the biggest mandate of any policy in Britain ever. \n\nhttps://t.co/MNqd4UvzhU'
user1,"b'George Soros\' ""best for Britain"" is a Japanese Soldier hiding in the forest, fighting long after he\'s lost.\n\nhttps://t.co/R2pobeCKvW'"
user1,"b""There's a growing case for the return of capital punishment. That'd stop it. https://t.co/vFc6XEAF8k"""
user1,b'@pabloenmarbs while reporting a woman using bad language as a gloabl headline. It seems inconsistent.'
user1,"b""@pabloenmarbs I'm not saying this woman isn't a racist, I'm commenting on the lack of reporting by the bbc on racist violence in SA..."""
user1,"b""Good to know Tommy's too controversial but proscribed terrorist organizations can tweet to their heart's content. https://t.co/w3njATrdIu"""
user1,b'Desperate measure to cope with the stupidest policy Europe has seen this century. https://t.co/gS7Dh8lUeP'
user1,"b""There's a country looking after itself. https://t.co/3k2LNZ5E4Z"""
user1,b'Britain is united in wanting you out.  https://t.co/rWbMtaQPUo'
user1,b'RT @NBCNews: Upset about how much of your data Facebook has? Wait until you see what Google has got on you. https://t.co/GW7rAfTKEO'
user1,"b'@trickytree2 yep, set up my gab today, not much action yet, but I hear more and more people talking about it now'"
user1,"b""In a country on the brink of a racial genocide, we're hearing about a woman using naughty words. Thanks BBC. https://t.co/vOMuuBpxpG"""
user1,"b""Can't wait to watch https://t.co/yvu5HOs0qt"""
user1,b'Free speech campaigner Tommy Robinson suspended from Twitter. Irony died. #TommyRobinson #PrayForTommy #FreeSpeech'
user1,"b""Name one racist thing Tommy Robinson ever said. I challenge you, if you can I'll change my opinion. https://t.co/oJY6757E3C"""
user1,"b'British people wait years to be refused a council house, while jihadis get given two! https://t.co/Q0A1f5aUAl'"
user1,"b'This might seem trivial, but this is the start of AI ruining our lives.\nhttps://t.co/Qne9a97vyx'"
user1,b'@merlin_marnie Am I entirely Anglo Saxon? What are you on about?'
user1,b'Desperate stuff. Remain spent double the amount Leave spent but still we hear this rubbish. https://t.co/0oPdCvuZvD'
user1,b'Funniest workplace dispute in history. https://t.co/CKRrD4zMcY'
user1,"b""Shouldn't that have been a warning sign? https://t.co/jjp100XMCD"""
user1,"b""He would wouldn't he?\nhttps://t.co/7UuNRzXamm"""
user1,b'Unprepared for terror.\nhttps://t.co/UJLjRDrnxi'
user1,"b""Real crime doesn't matter.\nhttps://t.co/u8xHzwqNQ8"""
user1,b'@DerorCurrency @roadwish1 which NATO base is that? https://t.co/gHe0bl2fdr'
user1,b'Holocaust survivor dies in terrorist attack most MSM outlets are too cowardly to report. https://t.co/92gfCyVG3y'
user1,b'RT @ExMuslimTV: \xe2\x80\x9cI am excited to live in a time so ready for change. The next civil rights movement is huge. #ExMuslimMovement surpasses et\xe2\x80\xa6'
user1,"b'@Stephen_Gash there are four types of nationalism, the Ill informed equate it to jingoism.'"
user1,b'@NCurrie8 @Blackburnjack yes. The OK to be white thing started In The us. Comment on global Leftie logic.'
user1,b'Is it nationalist nonsense when all EU countries produce passports domestically due to security concerns?\n\nhttps://t.co/wurQmTdMjv'
user1,b'More rubbish trying to delegitimize the brexit result. The remain campaigns still spent double the leave campaigns.\n\nhttps://t.co/q1oPD21KUa'
user1,b'Demographics is destiny. https://t.co/U8WzupDbVw'
user1,"b""Reaction in Pakistan to President Erdogan's plan to create an OIC army to destroy Israel. #PeaceandLove https://t.co/nogJP4x1Pb"""
user1,"b'Good to know you can\'t say ""its OK to be white"" but you can say this. https://t.co/WzzpK0m6vK'"
user1,"b""You know you're doing a bad job as a labour mayor when even the BBC attack you. https://t.co/oLnu3PYFke"""
user1,"b""This is our future if you don't start speaking up very loudly. https://t.co/rhvjq8fnSX"""
user1,"b""They're not even trying to pretend we have free speech anymore. https://t.co/wN7vf4BBDe"""
user1,b'The politicization of education. https://t.co/KlI0OhdfTD'
user1,"b'Despite everything you throw at vote leave et al to try to delegitimize the Brexit vote, the fact remains the same:\xe2\x80\xa6 https://t.co/Q2RebdDJTk'"
user1,"b'RT @DCBMEP: So Shahmir Sanni, who needed to ask for expenses to work for Vote Leave he says, has not one but two QC lawyers working for him\xe2\x80\xa6'"
user1,"b""@Asif_observer I hope so. It'd be a tragedy to lose the best country in the middle east."""
user1,"b""This is the scariest news we've seen for a long time. The need to kick Turkey out of NATO is urgent. https://t.co/LvK65jeN1R"""
user1,b'Is this because we have a record number of people who believe they have a god given right to take slaves? https://t.co/OvrH8h0POB'
user1,"b'Large nail and bolt bomb explodes in Manchester. ""Not terror related"". https://t.co/nZJ6F5i0G2 Via @totallian'"
user1,b'@totallian @blim2603 @MENnewsdesk Jesus Christ!'
user1,b'Referendum spending:\nRemain:\xc2\xa319m\nLeave:\xc2\xa313m\nThats not including that \xc2\xa39m remain leaflet. \nhttps://t.co/uCAPYmRtDk'
user1,"b'Three potential terrorist attacks in the news today, with the media ommiting key details, we can only speculate. https://t.co/ucyzGgNgW4'"
user1,"b""Could this be terrorism? We don't know anymore with the media trying to pull the wool over our eyes. https://t.co/h3v2RGz6Tf"""
user1,b'Covert suppression has become overt oppression. https://t.co/UgS2xIperh'
user1,b'No mention of the name of the driver.... https://t.co/axsMo874DP'
user1,b'EU paid \xe2\x82\xac160m to pro remain groups. Plus the \xc2\xa39m govt remain leaflet and the left are  bleating on about #VoteLeave  https://t.co/Dud1tQtr08'
user1,"b""You might want to learn a little not about your religion, otherwise you'll just look silly.\nhttps://t.co/SlvipfMe6y"""
user1,b'Germany catch the world most famous political fugitive. https://t.co/KiFJIrcA9Z'
user1,b'When will the female Eden be replaced by the male Thatcher? (That should be pro trans enough for the twitter police) https://t.co/fAJxpitPMG'
user1,b'RT @UKTalkPolitics: If the #UK held a new post-Brexit referendum to rejoin the #EU with the condition of replacing the pound with the #euro\xe2\x80\xa6'
user1,b'RT @GerardBattenMEP: Today I spoke to an ex-prisoner who told me how Mohammedans now control the prisons.  Non-Mohammedans \xe2\x80\x98take the mat\xe2\x80\x99 i\xe2\x80\xa6'
user1,b'Flashback to 2014: Oldham council invite the local imam to the council chamber to read prayers. https://t.co/xlI1FqJjdw'
user1,b'RT @LuisPAZ: Pakistani don\xe2\x80\x99t assimilate into British society. They assimilate Britons Into theirs. Rochdale a no go zone already. https://t\xe2\x80\xa6'
user1,"b'RT @huwdavid18: @_samcorfield @JimPlebeian This is not Pakistan is it,\nIm Welsh but my nation is Great Britain\nAlthough we have a bit more\xe2\x80\xa6'"
user1,"b""So I wasn't just imagining it...... https://t.co/GSyFgE0EfN"""
user1,"b""Mayor of Rochdale flies the Pakistani Flag. Shows you which side he's on. https://t.co/AV8HG7ladY"""
user1,b'Says one guy. Still no inquiry on why the govt was allowed to waste \xc2\xa39m of our money trying to influence the result. https://t.co/YNTei3hZVM'
user1,b'The west is the best. https://t.co/9UcQAyelKq'
user1,b'Under attack from their own govt. Aussie Labor and Greens oppose fast tracking visas for white south Africans. https://t.co/K7Re3iZFTT'
user1,"b'And the \xc2\xa39m govt overspend on the remain side, is there going to be an expose on that @Channel4 ? https://t.co/eLruqghb4C'"
user1,b'@whitemomgoals USA'
user1,"b""@whitemomgoals trust me, you don't want those guys in the use"""
user1,"b'Not an atheist, but this is worth a share. https://t.co/Y30rrxDVCK'"
user1,b'BBC describe Iraqi terrorist as Surrey Teenager.  https://t.co/iSEsj3Oc5L'
user1,b'Got to love twitter. Milo = Banned. Hamas = Fine. https://t.co/MHfylL3IdN'
user1,b'RT @Lauren_Southern: Lol https://t.co/dP96OQUlkB'
user1,b'Dont worry. You might lose all your stuff but the police are here to make sure you dont get offended online.\nhttps://t.co/FzzEYNKwQu'
user1,"b'Oh dear, did the SJW queen put a foot wrong?\nhttps://t.co/OD7qvoUDOa'"
user1,b'Seems like a petition worth signing.\nhttps://t.co/hmJhfVopPG'
user1,"b'Lol, Brexit refugee takes his wife and daughters to Berlin. TO BERLIN! Hahahahaha.\n\nhttps://t.co/Poh1zXZzhy'"
user1,b'Do you call feminist economist Christina Hoff Sommers a chap? She calls the gender pay gap a myth too....\n\nhttps://t.co/FnMjAin48l'
user1,"b'""On the watchlist"". They\'re always on the watchlist.\n\nhttps://t.co/xuyTm3nPAv'"
user1,b'@CorbynistaEdith you can. But being a ham planet is always unhealthy.'
user1,"b""@BRIANVINER are you suggesting one of our groups isn't civilized? \xf0\x9f\x98\x82"""
user1,"b'How couldnt you disobey a state that ignored referendum results and takes political prisoners? Remainers, take note. https://t.co/43bkbxWAFN'"
user1,"b""Owen Smith's principle? Never trust the public.  https://t.co/sRWibCiQst"""
user1,b'How many more heroes have to die before we admit our civilizations are incompatible? https://t.co/xZUqizIO7z'
user1,"b'Nothing against Croatians, but opening the border to all of them as we leave is against the spirit of brexit. https://t.co/Mn1M1TdSnw'"
user1,b'This is proof the EU wants to make us their little vassal. https://t.co/WJYQhKgkw5'
user1,b'#DeleteFacebook  https://t.co/pNbIkLehPB'
user1,"b""What kind of idiot think ginger isn't a natural colour?\nhttps://t.co/onwfRGIglq"""
user1,"b'Again, the evidence was overwhelming. The prosecution failed. Why? \nhttps://t.co/FebI4v1K1x'"
user1,b'Even his teacher knew he was part of ISIS. \nhttps://t.co/eDzWMKehUk'
user1,"b""Let's reward him with a free house.\nhttps://t.co/noQUtTL1QV"""
user1,b'Judge allows Pedo to go on holiday before sentencing \nhttps://t.co/mqru4DckUM'
user1,b'The worlds best teacher learned 35 languages to communicate with her class. Wheres the problem?\nhttps://t.co/9nA2Ie4Zk5'
user1,"b'Good, Oxford Uni refuse to allow social justice idiots ruin fancy dress.\nhttps://t.co/HFUBUi60ns'"
user1,b'Rape seems to becoming decriminalized.\nhttps://t.co/xe84UQzz51'
user1,b'Spared jail so he could keep his job? What?\nhttps://t.co/GC1kREAizq'
user1,"b""A woman who doesn't believe in Britain.\nhttps://t.co/HSeYLVJIX7"""
user1,b'Brexit run by remainers is a joke. I wish at least one Brexiteer had the balls to topple May.\n\nhttps://t.co/UmuCAvlaAw'
user1,b'Looks like those who defeated Isis will be betrayed once again.\n\nhttps://t.co/AVctEHaTIR'
user1,"b'By not deporting him to Iraq to be executed we encourage more ""asylum seekers"" to blow us up.\n\nhttps://t.co/2QW7BiNcsG'"
user1,"b'This new normal is not a price worth paying for""diversity"".\n\nhttps://t.co/8wVLO9AjEM'"
user1,"b""You haven't been hijacked, you've been betrayed.\n\nhttps://t.co/JBiLoBAfZL"""
user1,b'Cambridge Analytica the new bogeyman to blame for Trump and Brexit now the whole Russia thing disproven.\n\nhttps://t.co/LOge0xO0kG'
user1,b'Hope this hero pulls through.  https://t.co/UQonBWT0hR'
user1,b'Authoritarian Spain charges its political prisoners. https://t.co/N38f0GTJ4Z'
user1,"b""Jeremy Corbyn's inner brexiteer squeaks out. https://t.co/0wOJB9tT0e"""
user1,b'Peace attack in France. Candles at the ready. #PrayForFrance  https://t.co/NNcfSZLtG5'
user1,b'Owen Smith goes full traitor. #BrexitBetrayal  https://t.co/INFZhgGCfd'
user1,"b""@LordRubie @deborahtott Islamic terrorism is Islam's fault. Most terrorism is Islamic. Not much more to say."""
user1,"b""RT @CllrBSilvester: An all-woman short list for next Lab Leader?\nThey would have male Lab MPs 'identifying' as female,\nso they could stand\xe2\x80\xa6"""
user1,b'Sacrilege! \n\nhttps://t.co/Ix0lCtOE8i'
user1,b'3rd wave feminism rears its ugly head.  https://t.co/6T9eRfA0ol'
user1,"b'Afghan migrant murderer was convicted of attempted murder in Greece but let out because of ""overcrowded prisons""! https://t.co/iqpDPTu51o'"
user1,b'@PeterSweden7 you really think the UK is worse than Sweden now? Could you go into more details?'
user1,b'Quiz of the day: Retweet to frustrate your friends. https://t.co/d9MUpSwhSo'
user1,b'Flashback 1999: Sharia Court issues death fatwa for offensive west end musical.  https://t.co/KF8unggzWb'
user1,b'Making a joke is a bigger crime in the UK than raping a child. https://t.co/xe9UjhdDMl'
user1,"b'@Miesli2 thats OK, good to have friends around the world.'"
user1,"b""One year on, nothings changed. We still haven't solved the cause of these peace attacks.  #londonunited my arse https://t.co/0wEkWExvtw"""
user1,"b'RT @Frankhaviland: No #SadiqKhan et al, we are not united. We have never been so divided. The enemy is within, the authorities complicit, a\xe2\x80\xa6'"
user1,b'Police too busy dealing with online hate crime. https://t.co/gBos5mS5TI'
user1,"b'@laynetrumpy @london_kipper people type yawn when they have nothing to reply. Keep going, its very entertaining'"
user1,"b""Well done @london_kipper there's your proof of victory. https://t.co/vfGOCMuDEr"""
user1,"b'@laynetrumpy @london_kipper do you have the comparative stats? US vs Somalia, Yemen, Afgahistan, Pakistan, Iraq, Syria, Libya, Algeria....'"
user1,b'@CountDankulaTV guilty of making a joke. Sentence: Up to 6 months. Authoritarians crack down on humour first. https://t.co/iKA84fowz1'
user1,"b'Read @ShaziaHobbs interview of Peter McLoughlin, on rape gangs and where our country is headed. https://t.co/5jM4FzIBsq'"
user1,"b""@pennyone I'm not sure, France and Belgium have it worse than we do. And that's forgetting the mess in Sweden and Germany."""
user1,b'Female prime ministers: a comparative analysis. https://t.co/CZqt3bmsLK'
user1,"b'If the UK alone has over 20,000 potential jihadis on a watchlist, Europe must have more than 30,000. https://t.co/xLO2O7E0mG'"
user1,b'RT @TookEnglandBack: Treacherous bastard Blair abolished the treason laws.\n\nRetweet if you would like them reinstated and Blair to be the f\xe2\x80\xa6'
user1,b'The fractures in the EU are getting bigger and bigger.  https://t.co/7id8hnLVP7'
user1,"b'@Olafthornreal and the US, our group of best friends.'"
user1,"b'Beaten, jailed, force married and raped. This former child bride has a warning for us. https://t.co/9RXWXQNEGD'"
user1,"b""They're his buddies!\n\nhttps://t.co/W12iTuPjZi"""
user1,"b""Good Riddance. The only people who didn't #deletefacebook at this rate will be those who forgot they had it\nhttps://t.co/PcXx5OThBw"""
user1,b'Jobs Jobs Jobs! The brexit doom and gloom is coming thick and fast!\nhttps://t.co/VdzaYKpjfm'
user1,"b'Yes, Europe is a continent of friends, friends entangled in an authoritarian EU with little democratic governance.\n\nhttps://t.co/eHyMadXlqO'"
user1,b'The \xc2\xa31.7m BBC leech thinks the plight of British fisherman is funny. https://t.co/Wj71HjgKjR'
user1,"b""@BenMurraySmith the 1400 year old quest the find Mo's lost contact lense continues."""
user1,b'RT @patcondell: Anyone who is still on #Facebook at this point deserves to be exploited.'
user1,"b""@Dulcibella52 the police said, dont worry, they've all probably gone back to their home countries."""
user1,b'@John__Richards much more productive.'
user1,"b""Our ancestors died for the freedom many people (who wouldn't be here without that sacrifice) want to take away. https://t.co/pFObRZc5IL"""
user1,b'Theresa May reminds me of a dead fish. https://t.co/sZPciGEv7R'
user1,b'Zimbabwe 2.0 https://t.co/3bBY6OSiYE'
user1,"b'So, we have free speech, but not if it causes harm (vauge) or spreads hatred (vague).\nWe dont have free speech. https://t.co/izlmiNIPuJ'"
user1,b'We have made a bad bad deal.  https://t.co/0vH9Ftosx2'
user1,b'The glue which bound our civilization and its people is coming unstuck. Only the suicidal will celebrate. \n\nhttps://t.co/Nbz8lYxg7y'
user1,b'Number 1: Islam is a religion of peace.\nNumber 2: Diversity is our strength.\n\nhttps://t.co/1ecvklwQdR'
user1,b'Mogg to the rescue. \n\nhttps://t.co/zJWczIXit8'
user1,"b'Despite the media fawning over Trudeau and painting Trump as the devil, people still prefer Trump. https://t.co/Vidag83QDV'"
user1,b'RT @maturefinancier: Police are - nay have become a laughing stock hoist on their own petard by a PC management of college boys and girls l\xe2\x80\xa6'
user1,b'University students lives ruined because they allegedly made jokes in a group chat.  https://t.co/6ZWrtvCs54'
user1,b'Why is there so much violence in countries dominated by the religion of peace?  https://t.co/b6glu1FdN3'
user1,b'Kent police lose 9 sex offenders. Too busy locking up online namecallers. https://t.co/HuT8li6chK'
user1,"b'RT @ShaziaHobbs: I would like to report hate crime towards apostates, Jews, infidels &amp; gays that happens in many mosques all across Scotlan\xe2\x80\xa6'"
user1,b'Rohingya groomed for sex by Muslim rape gangs in Bangladesh. Why does that sound so familiar? https://t.co/9sBNwiYmRK'
user1,b'RT @wotomydoing: WE HAVE BEEN TOTALLY BETRAYED. The only answer now is for the 17 million Brexiteers to join one of the two strong Brexit p\xe2\x80\xa6'
user1,b'Got to love @AliDawow . The terrible grammar is fun to decipher and the video is just a guy taking the speakers hat. https://t.co/WmTXCZyISO'
user1,b'Daughter of murdered child sex abuse victim demands answers from police who did nothing. https://t.co/A22CA9kdSG'
user1,b'@Anish_Patel3107 @charliebearss difficult to choose between one and two'
user1,"b'Dont just protest this death sentence brexit deal, challenge for PM and stop it! Half the country backs you! https://t.co/a0wDkI7G16'"
user1,b'Hungary is safe and stable because its people are united culturally. Just like we used to be.  https://t.co/HJkLIJpYNO'
user1,b'Spot the pattern. https://t.co/PYRT6hHAUT'
user1,b'@SplinterPc @trotman_deirdre @SirGullyII @ElContador2000 @Karenco30 have to disagree with you. Its Sultan Sadiq.'
user1,"b""Let's hope not. We need a good old fashioned hard brexit.\nhttps://t.co/uR93R8sUDW"""
user1,b'@leec_leec27 may I ask why?'
user1,"b'Following the terrible Brexit transition deal Theresa May secured the UK, most people agree the UK would be better\xe2\x80\xa6 https://t.co/X0VHxYUOag'"
user1,b'We would have negotiated better had a loaf of bread been prime minister.\n\nhttps://t.co/UnaB0IrLNS'
user1,"b""RT @PeterSweden7: \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nOne of the funniest comedy sketches I've seen.\n\nThis is from Norwegian TV.\n\nThey completely destroy political correc\xe2\x80\xa6"""
user1,"b'@TheTwatterati_ geez, really? NZ too?'"
user1,b'RT @AmyMek: Opposing Islam is no more RACIST than opposing German National Socialism or Soviet Communism. It has NOTHING to do w/ color or\xe2\x80\xa6'
user1,b'Just wait until France passes its #fakenews law. Then anything the govt considers fake will be banned &amp; blocked. https://t.co/FJWnsm5LYs'
user1,"b'@DominicTkaczyk I love how you assume non voters are remainers. \xf0\x9f\x98\x82 However you spin it, more people voted to leave than remain.'"
user1,"b'""Filthy white girls"" to blame for grooming gangs according to the wives of abusers. https://t.co/XVu8orV7Ph'"
user1,b'@FurtailM not a coincidence the greatest recent PM was also the last to warn about the dangers of Mohammedans.'
user1,b'The great replacement. \nhttps://t.co/hIIgwEDHdm'
user1,b'Govt policy towards ISIS fighters: Kill them in Syria. House them in Britain.\nhttps://t.co/2P6OsdQp2S'
user1,"b'If they can drive out the white working class, labour might have a chance. \n\nhttps://t.co/cPyAfHjo2h'"
user1,"b""The people's decision is irrelevant. \n\nhttps://t.co/vUuuqPD1IS"""
user1,b'Labour awarded cash bonus for their failures in Rotherham. https://t.co/FKdSSL1WtK'
user1,"b'EU gets everything it wanted, we get nothing.  https://t.co/qhJN0jrr7N'"
user1,b'@FranticGra best reply today'
user1,b'Would you hit your wife with that stick?  https://t.co/LlPLxAXJLr'
user1,b'An example needs to be made out of him.  https://t.co/U231CFAHue'
user1,b'This is the guy that came at a crowd with a stick. Has he been arrested yet\xef\xbc\x9f https://t.co/nNPFUQhTT5'
user1,"b""@andy_bribie I know, its just a silly word you can't not ridicule it."""
user1,b'Enormous respect for this woman. Putting her personal safety on the line to support free speech.  https://t.co/TDKzVRYtw8'
user1,"b""You can't blame islamophobics for their islamophobia, its an irrational fear, like arachnophobics, they cant help it https://t.co/uxewyA4nZq"""
user1,"b""Well done Amber. Keep avoiding the great big Muslim elephant in the room. I'm sure it'll go away.  https://t.co/JRDp6rcdRQ"""
user1,b'RT @CorbynistaEdith: New poll: What is the biggest danger to the UK and its future? I have faith that people will vote wisely and the good\xe2\x80\xa6'
user1,b'Remember: all cultures are equal. https://t.co/CJtTJrb3SV'
user1,"b'@themoreuplay abroad, geert wilders, Trump, Pauline Hanson, Marine le pen, +many a 5star/liga politician.'"
user1,"b""@themoreuplay you may not agree, here's my 5: lord Pearson, @AMDWaters , Mogg, Douglas Carswell, Arlene Foster. I think all deserve respect"""
