user,tweets
user1,"b'Together, we will Make America Great Again!\n#AmericaFirst\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t.co/ajiC3flNkI'"
user1,b'This will be the biggest TAX CUT in the history of our country - and we need it! #TaxReform \nRead more:\xe2\x80\xa6 https://t.co/1qDeHBLabT'
user1,b'RT @IvankaTrump: Working families need #TaxReform &amp; the time is now. This Administration is committed to ensuring all Americans can thrive\xe2\x80\xa6'
user1,b'Interview with @LouDobbs coming up at 7pmE on @FoxBusiness. Enjoy! https://t.co/9V9z015kVl'
user1,"b'Texas @GovAbbott &amp; Lt. Gov. @DanPatrick,\n\nThank you for todays briefing on hurricane recovery efforts here in TX. K\xe2\x80\xa6 https://t.co/5lGb2FKLJ2'"
user1,b'The long anticipated release of the #JFKFiles will take place tomorrow. So interesting!'
user1,b'Melania and I look forward to being with President Xi &amp; Madame Peng Liyuan in China in two weeks for what will hope\xe2\x80\xa6 https://t.co/TYNkL929s6'
user1,"b'Spoke to President Xi of China to congratulate him on his extraordinary elevation. Also discussed NoKo &amp; trade, two very important subjects!'"
user1,b'Just interviewed by @LouDobbs. Will be aired tonight at 7pmE on @FoxBusiness. #Dobbs'
user1,"b'Congrats to @Reince Priebus, a really good and talented man. We\xe2\x80\x99re proud of you Reince! https://t.co/7AsjAMrSnV'"
user1,b'MAKE AMERICA GREAT AGAIN! https://t.co/CbEwJSQ1A3'
user1,"b'Jeff Flake, with an 18% approval rating in Arizona, said ""a lot of my colleagues have spoken out."" Really, they just gave me a standing O!'"
user1,"b'Working hard on the biggest tax cut in U.S. history. Great support from so many sides. Big winners will be the middle class, business &amp; JOBS'"
user1,"b'The meeting with Republican Senators yesterday, outside of Flake and Corker, was a love fest with standing ovations and great ideas for USA!'"
user1,"b'The reason Flake and Corker dropped out of the Senate race is very simple, they had zero chance of being elected. Now act so hurt &amp; wounded!'"
user1,"b'""Clinton campaign &amp; DNC paid for research that led to the anti-Trump Fake News Dossier. The victim here is the President."" @FoxNews'"
user1,b'So nice being with Republican Senators today. Multiple standing ovations! Most are great people who want big Tax Cuts and success for U.S.'
user1,"b'\xe2\x80\x9cPresident Donald J. Trump Proclaims October 24, 2017, as United Nations Day\xe2\x80\x9d Read more: https://t.co/cyRAQAKhy2 https://t.co/HVD0kLYlBk'"
user1,b'Stock Market just hit another record high! Jobs looking very good.'
user1,"b""...the entire World WAS laughing and taking advantage of us. People like liddle' Bob Corker have set the U.S. way back. Now we move forward!"""
user1,"b""Sen. Corker is the incompetent head of the Foreign Relations Committee, &amp; look how poorly the U.S. has done. He doesn't have a clue as....."""
user1,"b""Isn't it sad that lightweight Senator Bob Corker, who couldn't get re-elected in the Great State of Tennessee, will now fight Tax Cuts plus!"""
user1,"b'...Corker dropped out of the race in Tennesse when I refused to endorse him, and now is only negative on anything Trump. Look at his record!'"
user1,"b""Bob Corker, who helped President O give us the bad Iran Deal &amp; couldn't get elected dog catcher in Tennessee, is now fighting Tax Cuts...."""
user1,b'We will never forget the 241 American service members killed by Hizballah in Beirut. They died in service to our na\xe2\x80\xa6 https://t.co/xd2GAvU0YP'
user1,"b'I had a very respectful conversation with the widow of Sgt. La David Johnson, and spoke his name from beginning, without hesitation!'"
user1,"b'Two dozen NFL players continue to kneel during the National Anthem, showing total disrespect to our Flag &amp; Country.  No leadership in NFL!'"
user1,"b'There will be NO change to your 401(k). This has always been a great and popular middle class tax break that works, and it stays!'"
user1,"b'It is finally sinking through. 46% OF PEOPLE BELIEVE MAJOR NATIONAL NEWS ORGS FABRICATE STORIES ABOUT ME. FAKE NEWS, even worse! Lost cred.'"
user1,"b'Wacky Congresswoman Wilson is the gift that keeps on giving for the Republican Party, a disaster for Dems. You watch her in action &amp; vote R!'"
user1,b'Doing interview today with Maria Bartiromo at 10:00 A.M. on @FoxNews - ENJOY!'
user1,"b'...2nd Amendment, Strong Military, ISIS, historic VA improvement, Supreme Court Justice, Record Stock Market, lowest unemployment in 17 yrs!'"
user1,"b'...9 months than this Administration. Over 50 Legislation approvals, massive regulation cuts, energy freedom, pipelines, border security....'"
user1,"b'I agree getting Tax Cuts approved  is important (we will also get HealthCare), but perhaps no Administration has done more in its first.....'"
user1,"b'Just out, but lightly reported: ""Fewest jobless claims since 1973 show firm U.S. Job Market"" Lowest since March 1973. @bpolitics'"
user1,"b'Crooked Hillary Clinton spent hundreds of millions of dollars more on Presidential Election than I did. Facebook was on her side, not mine!'"
user1,"b'Keep hearing about ""tiny"" amount of money spent on Facebook ads. What about the billions of dollars of Fake News on CNN, ABC, NBC &amp; CBS?'"
user1,"b'Officials behind the now discredited ""Dossier"" plead the Fifth. Justice Department and/or FBI should immediately release who paid for it.'"
user1,b'\xe2\x80\x9cTrump hails liberation of Raqqa as critical breakthrough in anti-ISIS campaign\xe2\x80\x9d https://t.co/2eoYXJB7h0'
user1,"b""Stock Market hits another all time high on Friday. 5.3 trillion dollars up since Election. Fake News doesn't spent much time on this!"""
user1,b'People get what is going on! https://t.co/Pdg7VqQv6M'
user1,b'RT @IamVicky4Trump: TUNE IN: Maria Bartiromo Has an Exclusive Interview With President Trump https://t.co/H5VuJwy78o'
user1,"b'Subject to the receipt of further information, I will be allowing, as President, the long blocked and classified JFK FILES to be opened.'"
user1,"b'I hope the Fake News Media keeps talking about Wacky Congresswoman Wilson in that she, as a representative, is killing the Democrat Party!'"
user1,"b'Budget that just passed is a really big deal, especially in terms of what will be the biggest tax cut in U.S. history - MSM barely covered!'"
user1,"b'Great book just out, ""A Place Called Heaven,"" by Dr. Robert Jeffress - A wonderful man!'"
user1,b'This is a once-in-a-generation opportunity to offer historic tax relief to the American people! Join me today:\xe2\x80\xa6 https://t.co/faXIjyR08M'
user1,"b'Today, it was an honor to have @UN\nSecretary-General @AntonioGuterres at the @WhiteHouse. Speaking for the U.S.A.,\xe2\x80\xa6 https://t.co/oKRVJ29m2v'"
user1,b'Thank you @GeraldoRivera @FoxandFriends. Agree! https://t.co/8cZLdAbgzw'
user1,"b'Just out report: ""United Kingdom crime rises 13% annually amid spread of Radical Islamic terror."" Not good, we must keep America safe!'"
user1,"b'....This now allows for the passage of large scale Tax Cuts (and Reform), which will be the biggest in the history of our country!'"
user1,"b'The Budget passed late last night, 51 to 49. We got ZERO Democrat votes with only Rand Paul (he will vote for Tax Cuts) voting against.....'"
user1,b'Great news on the 2018 budget @SenateMajLdr McConnell - first step toward delivering MASSIVE tax cuts for the Ameri\xe2\x80\xa6 https://t.co/pxcNfDTNAd'
user1,b'Big ratings getter @seanhannity and Apprentice Champion John Rich are right now going on stage in Las Vegas for #VegasStrong. Great Show!'
user1,"b'The Fake News is going crazy with wacky Congresswoman Wilson(D), who was SECRETLY on a very personal call, and gave a total lie on content!'"
user1,"b'Keep up the GREAT work. I am with you 100%!\n\n""ISIS is losing its grip...""\nArmy Colonel Ryan Dillon\nCJTF\xe2\x80\x93OIR\xe2\x80\xa6 https://t.co/EXqgvquLiK'"
user1,b'It was great to have Governor @RicardoRossello of #PuertoRico\xf0\x9f\x87\xb5\xf0\x9f\x87\xb7with us at the @WhiteHouse today. We are with you!\xe2\x80\xa6 https://t.co/Q2NhV2MAXD'
user1,b'RT @USArmy333: @804StreetMedia @realDonaldTrump He\xe2\x80\x99s done more in 9 months then obama did in8 yrs'
user1,"b'.@foxandfriends ""Russia sent millions to Clinton Foundation""'"
user1,"b'Workers of firm involved with the discredited and Fake Dossier take the 5th. Who paid for it, Russia, the FBI or the Dems (or all)?'"
user1,"b""Uranium deal to Russia, with Clinton help and Obama Administration knowledge, is the biggest story that Fake Media doesn't want to follow!"""
user1,"b'Republicans are going for the big Budget approval today, first step toward massive tax cuts. I think we have the votes, but who knows?'"
user1,"b'""46% of Americans think the Media is inventing stories about Trump &amp; his Administration."" @FoxNews   It is actually much worse than this!'"
user1,"b'.@DanaPerino &amp; @BradThor,\nThank you so much for the wonderful compliment. Working hard! #MAGA https://t.co/AKWlsMsCVH'"
user1,"b'""20,000\xf0\x9f\x93\x8821,000\xf0\x9f\x93\x8822,000\xf0\x9f\x93\x88 23,000\xf0\x9f\x93\x88this year...FOUR one thousand milestones this year..."" \n#Dow23K #MAGA https://t.co/GQ5f2eVvEI'"
user1,b'This is what REAL PRIDE in our COUNTRY is all about! #USA\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t.co/kyv866prdE'
user1,"b'.@NFL: Too much talk, not enough action. Stand for the National Anthem.'"
user1,"b'""Iran hides behind its assertion of technical compliance w/the nuclear deal, while it brazenly violates the other l\xe2\x80\xa6 https://t.co/aLcteyahlQ'"
user1,b'It was an honor to welcome Republican and Democratic members of the Senate Finance Committee to the @WhiteHouse tod\xe2\x80\xa6 https://t.co/ujb8SEVGy8'
user1,b'Our hearts are with all affected by the wildfires in California. God bless our brave First Responders and @FEMA tea\xe2\x80\xa6 https://t.co/rnNu7kcffK'
user1,b'The current tax code is a burden on American taxpayers &amp; harmful to job-creators. Americans need #TaxReform! More:\xe2\x80\xa6 https://t.co/Q4Lqttenhi'
user1,"b""I am supportive of Lamar as a person &amp; also of the process, but I can never support bailing out ins co's who have made a fortune w/ O'Care."""
user1,b'Democrat Congresswoman totally fabricated what I said to the wife of a soldier who died in action (and I have proof). Sad!'
user1,b'The NFL has decided that it will not force players to stand for the playing of our National Anthem. Total disrespect for our great country!'
user1,"b'As it has turned out, James Comey lied and leaked and totally protected Hillary Clinton. He was the best thing that ever happened to her!'"
user1,"b'The Democrats will only vote for Tax Increases. Hopefully, all Senate Republicans will vote for the largest Tax Cuts in U.S. history.'"
user1,"b""...people not interviewed, including Clinton herself. Comey stated under oath that he didn't do this-obviously a fix? Where is Justice Dept?"""
user1,"b'Wow, FBI confirms report that James Comey drafted letter exonerating  Crooked Hillary Clinton long before investigation was complete. Many..'"
user1,b'The most important truth our FOUNDERS understood was: FREEDOM is NOT a gift from Govt. FREEDOM is a GIFT from GOD.\xe2\x80\xa6 https://t.co/cBgDuOtAXF'
user1,"b'Thank you @Heritage! This is our once-in-a-generation opportunity to revitalize our economy, revive our industry &amp;\xe2\x80\xa6 https://t.co/Shs0PVz5gl'"
user1,b'WOW! https://t.co/eKfRktNVuy'
user1,b'BORDER WALL prototypes underway! https://t.co/arFNO80zmO'
user1,"b'Any increase in ObamaCare premiums is the fault of the Democrats for giving us a ""product"" that never had a chance of working.'"
user1,"b'So much Fake News being put in dying magazines and newspapers. Only place worse may be @NBCNews, @CBSNews, @ABC and @CNN. Fiction writers!'"
user1,b'It was my great honor to welcome Prime Minister Alexis Tsipras of Greece to the WH today! \xf0\x9f\x8e\xa5https://t.co/Bn1vM6fYW9\xe2\x80\xa6 https://t.co/9PnksJZ6L4'
user1,b'Join me LIVE from the Rose Garden at 1:30pmE with Prime Minister Alexis Tsipras of Greece. \xe2\x9e\xa1\xef\xb8\x8fhttps://t.co/Bn1vM6fYW9 https://t.co/dZB4mDBKpi'
user1,"b'""Dow Passes 23,000 for the First Time, Fueled by Strong Earnings""\n#Dow23K\xf0\x9f\x93\x88https://t.co/wnkrddYlb9 https://t.co/wlP0NCNcou'"
user1,b'Rep.Tom Marino has informed me that he is withdrawing his name from consideration as drug czar. Tom is a fine man and a great Congressman!'
user1,b'RT @Scavino45: U.S. MARKETS FROM ELECTION DAY {Since 11/8/2016} \xf0\x9f\x93\x88 https://t.co/HtjHrznQKJ'
user1,b'Always great to see the wonderful people of South Carolina. Thank you for the beautiful welcome at Greenville-Spart\xe2\x80\xa6 https://t.co/nRKBvOoskK'
user1,"b'I was recently asked if Crooked Hillary Clinton is going to run in 2020? My answer was, ""I hope so!""'"
user1,"b'The U.S. has gained more than 5.2 trillion dollars in Stock Market Value since Election Day! Also, record business enthusiasm.'"
user1,"b'Since Election Day on November 8, the Stock Market is up more than 25%, unemployment is at a 17 year low &amp; companies are coming back to U.S.'"
user1,"b'Dem Senator Schumer hated the Iran deal made by President Obama, but now that I am involved, he is OK with it. Tell that to Israel, Chuck!'"
user1,"b""The Democrats only want to increase taxes and obstruct. That's all they are good at!"""
user1,"b""Art Laffer just said that he doesn't know how a Democrat could vote against the big tax cut/reform bill and live with themselves!  @FoxNews"""
user1,b'RT @ABCNewsRadio: Global fund championed by Ivanka Trump to help women entrepreneurs begins operations https://t.co/jUmsY3ON4x https://t.co\xe2\x80\xa6'
user1,b'RT @mike_pence: .@EdWGillespie is fighting to grow the economy &amp; cut taxes! He\xe2\x80\x99s fighting for a safer VA. And he\xe2\x80\x99s is fighting for affordab\xe2\x80\xa6'
user1,"b'...approvals of The Keystone XL &amp; Dakota Access pipelines. Also, look at the recent EPA cancelations &amp; our great new Supreme Court Justice!'"
user1,"b'The Failing @nytimes, in a story by Peter Baker, should have mentioned the rapid terminations by me of TPP &amp; The Paris Accord &amp; the fast....'"
user1,"b'RT @FoxNews: TONIGHT on ""Justice,"" @JudgeJeanine talks to special guests @EricTrump and @LaraLeaTrump - Tune in at 9p ET on Fox News Channe\xe2\x80\xa6'"
user1,b'RT @EricTrump: .@LaraLeaTrump and I look forward to being on @JudgeJeanine tonight at 9pm! @FoxNews #MakeAmericaGreatAgain \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t\xe2\x80\xa6'
user1,b'RT @mike_pence: We are heading to Virginia. Looking forward to supporting my friend @EdWGillespie. He will make a great Governor for the Co\xe2\x80\xa6'
user1,b'The Democrats in the Southwest part of Virginia have been abandoned by their Party. Republican Ed Gillespie will never let you down!'
user1,b'Very proud of my Executive Order which will allow greatly expanded access and far lower costs for HealthCare. Millions of people benefit!'
user1,"b'Health Insurance stocks, which have gone through the roof during the ObamaCare years, plunged yesterday after I ended their Dems windfall!'"
user1,"b'RT @realDonaldTrump: ""Consumer confidence soars to highest level since 2004""\n\xf0\x9f\x93\x88https://t.co/RvxCPAFI2A https://t.co/U8MS9K45fX'"
user1,b'RT @RightlyNews: @realDonaldTrump @LouDobbs Trust in the media is at the lowest level in all of U.S. history. The American people see throu\xe2\x80\xa6'
user1,b'RT @RightlyNews: @realDonaldTrump @LouDobbs It is NOT a coincidence that the economy boomed immediately after the 2016 election.'
user1,"b'Such a wonderful statement from the great @LouDobbs. ""We take up what may be the most accomplished presidency in modern American history.""'"
user1,"b'ObamaCare is causing such grief and tragedy for so many. It is being dismantled but in the meantime, premiums &amp; deductibles are way up!'"
user1,"b'Money pouring into Insurance Companies profits, under the guise of ObamaCare, is over. They have made a fortune.\nDems must get smart &amp; deal!'"
user1,"b'Many people talking, with much agreement, on my Iran speech today. Participants in the deal are making lots of money on trade with Iran!'"
user1,b'Starting to develop a much better relationship with Pakistan and its leaders. I want to thank them for their cooperation on many fronts.'
user1,b'#WeeklyAddress\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t.co/riqEiBNwk2'
user1,"b'Today, I announced our strategy to confront the Iranian regime\xe2\x80\x99s hostile actions and to ensure that they never acqu\xe2\x80\xa6 https://t.co/nKOKERavGW'"
user1,"b'""Consumer confidence soars to highest level since 2004""\n\xf0\x9f\x93\x88https://t.co/RvxCPAFI2A https://t.co/U8MS9K45fX'"
user1,"b""In America, we don't worship government - we worship God. \n#ValuesVotersSummit https://t.co/YQ3iDlWylK"""
user1,b'I have no greater privilege than to serve as your Commander-in-Chief. HAPPY BIRTHDAY to the incredible men and wome\xe2\x80\xa6 https://t.co/cxkez6oPXx'
user1,"b""The wonderful people of Puerto Rico, with their unmatched spirit, know how bad things were before the H's. I will always be with them!"""
user1,"b'Hard to believe that the Democrats, who have gone so far LEFT that they are no longer recognizable, are fighting so hard for Sanctuary crime'"
user1,b'ObamaCare is a broken mess. Piece by piece we will now begin the process of giving America the great HealthCare it deserves!'
user1,"b'Sadly, they and others are Fake News, and the public is just beginning to figure it out! https://t.co/8B8AyA7V1s'"
user1,b'RT @billoreilly: A free press is vital to protecting all Americans. A corrupt press damages the Republic.'
user1,b'The Democrats ObamaCare is imploding. Massive subsidy payments to their pet insurance companies has stopped. Dems should call me to fix!'
user1,"b'It is time to take care of OUR COUNTRY, to rebuild OUR COMMUNITIES, and to protect our GREAT AMERICAN WORKERS!\xe2\x80\xa6 https://t.co/YpEA52VOkd'"
user1,b'People are just now starting to find out how dishonest and disgusting (FakeNews) @NBCNews is. Viewers beware. May be worse than even @CNN!'
user1,b'Happy #NationalFarmersDay!\n\xf0\x9f\x93\xb8https://t.co/dN39R1IMlA https://t.co/QbUG1pztaI'
user1,"b'We need a tax system that is FAIR to working FAMILIES &amp; that encourages companies to STAY in AMERICA, GROW in AMERI\xe2\x80\xa6 https://t.co/JshQ8cLMS3'"
user1,"b'The time has come to take action to IMPROVE access, INCREASE choices, and LOWER COSTS for HEALTHCARE! \n\xe2\x9e\xa1\xef\xb8\x8f\xe2\x80\xa6 https://t.co/XyZbdtaRBu'"
user1,b'The Fake News Is going all out in order to demean and denigrate! Such hatred!'
user1,"b'...We cannot keep FEMA, the Military &amp; the First Responders, who have been amazing (under the most difficult circumstances) in P.R. forever!'"
user1,b'...accountability say the Governor. Electric and all infrastructure was disaster before hurricanes. Congress to decide how much to spend....'
user1,"b'""Puerto Rico survived the Hurricanes, now a financial crisis looms largely of their own making."" says Sharyl Attkisson. A total lack of.....'"
user1,b'Clips from tax speech and @seanhannity on @foxandfriends now. Have a great day!'
user1,b'RT @realDonaldTrump: I will be interviewed tonight on @FoxNews by @SeanHannity at 9pmE. Enjoy!'
user1,"b'In even the darkest moments, the light of our people has shown through their goodness, their courage and their love\xe2\x80\xa6 https://t.co/SE1jMwLq5c'"
user1,"b'Network news has become so partisan, distorted and fake that licenses must be challenged and, if appropriate, revoked. Not fair to public!'"
user1,b'Joining @SeanHannity tonight at 9pmE on @FoxNews. Enjoy! https://t.co/RCfiJus5Rw'
user1,"b'We need a tax system that is FAIR to working families &amp; that encourages companies to STAY in America, GROW in Ameri\xe2\x80\xa6 https://t.co/FwveAqBzkv'"
user1,b'I will be interviewed tonight on @FoxNews by @SeanHannity at 9pmE. Enjoy!'
user1,"b'Join me LIVE at 5:45pmE from Harrisburg, Pennsylvania! \n#TaxReform #USA\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\nhttps://t.co/fDUEMpRTcE https://t.co/1mMjl1HNpl'"
user1,b'Happy to announce we are awarding $1M to Las Vegas - in order to help local law enforcement working OT to respond to last Sunday\xe2\x80\x99s tragedy.'
user1,"b'With all of the Fake News coming out of NBC and the Networks, at what point is it appropriate to challenge their License? Bad for country!'"
user1,"b'Fake @NBCNews made up a story that I wanted a ""tenfold"" increase in our U.S. nuclear arsenal. Pure fiction, made up to demean. NBC = CNN!'"
user1,b'It is about time that Roger Goodell of the NFL is finally demanding that all players STAND for our great National Anthem-RESPECT OUR COUNTRY'
user1,"b'The Democrats want MASSIVE tax increases &amp; soft, crime producing borders.The Republicans want the biggest tax cut in history &amp; the WALL!'"
user1,b'It would be really nice if the Fake News Media would report the virtually unprecedented Stock Market growth since the election.Need tax cuts'
user1,"b'...if Congress gives us the massive tax cuts (and reform) I am asking for, those numbers will grow by leaps and bounds. #MAGA'"
user1,"b'Stock Market has increased by 5.2 Trillion dollars since the election on November 8th, a 25% increase. Lowest unemployment in 16 years and..'"
user1,"b'...fired. This story is totally made up by the dishonest media.The Chief is doing a FANTASTIC job for me and, more importantly, for the USA!'"
user1,"b'The Fake News is at it again, this time trying to hurt one of the finest people I know, General John Kelly, by saying he will soon be.....'"
user1,b'My great honor to host the 2017 back-to-back #StanleyCup Champion Pittsburgh Penguins at the WH with @FLOTUS today!\xe2\x80\xa6 https://t.co/zLyNF8N3cz'
user1,b'RT @IsraelUSAforevr: @realDonaldTrump  https://t.co/dBvwKDdesD'
user1,"b""The Failing @nytimes set Liddle' Bob Corker up by recording his conversation. Was made to sound a fool, and that's what I am dealing with!"""
user1,"b'Highly respected author, Christopher Bedford, just came out with book, ""The Art of the Donald, Lessons from America\'s...."" Really good book!'"
user1,"b'With Jemele Hill at the mike, it is no wonder ESPN ratings have ""tanked,"" in fact, tanked so badly it is the talk of the industry!'"
user1,"b""Since Congress can't get its act together on HealthCare, I will be using the power of the pen to give great HealthCare to many people - FAST"""
user1,"b""The problem with agreeing to a policy on immigration is that the Democrats don't want secure borders,they don't care about safety for U.S.A."""
user1,"b'Why is the NFL getting massive tax breaks while at the same time disrespecting our Anthem, Flag and Country? Change tax law!'"
user1,b'RT @IvankaTrump: .@realDonaldTrump stock market rally is close to becoming the greatest in 85 years https://t.co/5WlZa82Mij'
user1,"b'A big salute to Jerry Jones, owner of the Dallas Cowboys, who will BENCH players who disrespect our Flag.""Stand for Anthem or sit for game!""'"
user1,"b'""President Donald J. Trump Proclaims October 9, 2017, as #ColumbusDay"" https://t.co/cbQRst4lN4'"
user1,b'The trip by @VP Pence was long planned. He is receiving great praise for leaving game after the players showed such disrespect for country!'
user1,"b""Our country has been unsuccessfully dealing with North Korea for 25 years, giving billions of dollars &amp; getting nothing. Policy didn't work!"""
user1,"b'""The Republican Party is racking up record amounts of small dollar donations - fueled by Trump supporters.....""   @nypost  Thank you!'"
