user,tweets,follows
follower1,"b'RT @NRO: ""John Kasich is living in a selfish fantasy and should drop out immediately."" \nhttps://t.co/IWYb62IaIo https://t.co/it0q2fFMpb'",user1
follower1,"b'RT @FoxNews: .@marcthiessen: ""@realDonaldTrump unscripted is very different &amp; much scarier than Trump reading a speech."" https://t.co/CYuoG\xe2\x80\xa6'",user1
follower1,b'RT @LDSchurch: \xe2\x80\x9cOften we do not know what we can endure until after a trial of our faith.\xe2\x80\x9d\n\xe2\x80\x95Robert D. Hales #MondayMotivation https://t.co/\xe2\x80\xa6',user1
follower1,"b'RT @FoxNews: .@tedcruz: ""It is easy to do what @realDonaldTrump does \xe2\x80\x93 yell about it \xe2\x80\x93 but you\'ve got to actually have solutions to fix it.\xe2\x80\xa6'",user1
follower1,"b'@MattWalshBlog just as not all understand what it means to be ""conservative"", not all understand what it means to be a disciple of Christ'",user1
follower1,"b""@JimStoppani I'm doing Shortcut to Size currently. Am I aiming for the rep range on each set or sticking with the weight from set 1?""",user1
follower1,"b""@JimStoppani I've tweeted you and responded to several tweets of other convos with you without any response. Blocked? #JYMarmy""",user1
follower1,b'@ClarkPat_ECU @JimStoppani Is it like that on your other programs? Doing Shortcut to Size currently.',user1
follower1,"b""@MattWalshBlog Freedom? Don't be silly Matt, freedom is hard and involves responsibility.""",user1
follower1,"b'RT @MattWalshBlog: I wish Cruz &amp; Rubio would cut a deal for Rubio to stay in for Florida, block Trump, then immediately drop out &amp; become C\xe2\x80\xa6'",user1
follower1,"b'@FoxNews @GovMikeHuckabee @MittRomney maybe ""woke them up"" is a more accurate term'",user1
follower1,"b""There's hope \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb https://t.co/Tg1Y3MQbhz""",user1
follower1,"b'RT @DineshDSouza: If only Romney had campaigned against Obama as vigorously as he pledges to do so against @realDonaldTrump, we might have \xe2\x80\xa6'",user1
follower1,b'@pedroassumpcao @JimStoppani drink them together! Delish! #vanillaprojym #raspberryprejym',user1
follower1,b'Best segment of the entire night...which is sad actually. https://t.co/B0YEXizYTe',user1
follower1,"b""RT @MattWalshBlog: Debate grades so far: \n\nCruz: A. \n\nRubio: B. \n\nKasich: Present. \n\nTrump: Smoldering dumpster fire. \n\nTrump's fans: Liter\xe2\x80\xa6""",user1
follower1,"b'RT @MattWalshBlog: If a multi-million dollar fraud case is ""minor,"" I\'d hate to see what Trump considers major. #GOPDebate'",user1
follower1,b'RT @JimStoppani: Eat vegetables and fruit  https://t.co/efr8nBKSDx',user1
follower1,b'RT @jack_welch: If you are voting in R primary as a conservative and care about Surpreme Court rulings...@TedCruz is your ONLY sure bet!!!!',user1
follower1,"b'RT @MittRomney: If Trump had said 4 years ago the things he says today about the KKK, Muslims, Mexicans, disabled, I would NOT have accepte\xe2\x80\xa6'",user1
follower1,"b""@MattWalshBlog I don't understand why conservatives are all put out by this speech. Sure it's a little late, but it's what needed saying!""",user1
follower1,"b""@FeaRespect @JimStoppani put them all in one shake. 20 ounces of water. That's what I do.""",user1
follower1,"b""RT @RealJamesWoods: This could not be simpler: absolutely do not confirm an #Obama SCOTUS nominee. Don't discuss it; just ignore him, as he\xe2\x80\xa6""",user1
follower1,b'RT @NRO: How @realDonaldTrump answers every question: \n#GOPDebate https://t.co/AgsYJIvMTG',user1
follower1,"b""@Scott_Boyson @Bodybuildingcom I saw this. My pantry already looks like a @JimStoppani warehouse though \xf0\x9f\x98\x82 I'm good for a while!""",user1
follower1,"b""RT @D_hyer98: I've never hated baseball so much. #donthaveFS2 #BYUvsUCLA""",user1
follower1,b'@FOXSports Put baseball on FS2! Give us the football game!! #BYUvsUCLA',user1
follower1,"b'RT @mormonchannel: ""If the bitter cup does not pass, drink it and be strong, trusting in happier days ahead."" #ElderHolland http://t.co/JqB\xe2\x80\xa6'",user1
follower1,b'RT @22AlFox: https://t.co/KqXwhlWRkn',user1
follower1,b'Will taking #jym supps while taking Clariton-D cause any issues? @JimStoppani',user1
follower1,b'RT @mormonchannel: Sometimes it feels like our prayers are just part of a growing wish list that no one sees. Tips from @22AlFox:  http://t\xe2\x80\xa6',user1
follower1,b'RT @JimStoppani: Animal protein is a complete protein that has the proper amount of all amino acids and is far more anabolic  https://t.co/\xe2\x80\xa6',user1
follower1,b'RT @FoxNews: The #CalbucoVolcano in #Chile erupted for the first time in more than 42 years. http://t.co/8GbMnjd4mB http://t.co/7KMKHIFtEw',user1
follower1,"b'RT @mormonchannel: ""Give God a chance. He knows what He\'s doing.""  http://t.co/cIiEAoTPVr http://t.co/F2MycGB78y'",user1
follower1,"b'RT @CSLewisDaily: ""If you want to get warm you must stand near the fire. If you want joy, peace, eternal life, you must get close to what h\xe2\x80\xa6'",user1
follower1,"b""RT @MattWalshBlog: Ben Carson was almost right. You don't choose your sexual urges, but you do choose your lifestyle and behavior: http://t\xe2\x80\xa6""",user1
follower1,b'RT @FoxNews: .@marcthiessen on #JonathanGruber: \xe2\x80\x9cOne video is a mistake. Seven videos is a mindset.\xe2\x80\x9d #KellyFile http://t.co/8ipUvXswuH',user1
follower1,"b'RT @BBTEAMCALEB: Lord God of this universe, this nation needs your help!!'",user1
follower1,"b""@TheBlazeNOW @markknoller he just nods to the DOJ. No enforcement of the law. We're doomed.""",user1
follower1,b'RT @glennbeck: \xe2\x80\x9cThat which you gaze upon you become.\xe2\x80\x9d\nLet\xe2\x80\x99s gaze upon something good. https://t.co/sUViVSYYp0 #ichoosehope SJ',user1
follower1,b'@theblaze @Clyburn Because breaking the law would have NOTHING to do with his impeachment.',user1
follower1,b'@whitesensei11 @JimStoppani @sips_coffee pixie stix too',user1
follower1,b'@whitesensei11 @JimStoppani @sips_coffee check the label on them. They are made of dextrose. And taste amazing.',user1
follower1,b'@JimStoppani @sips_coffee Jym dextrose is 50 cents per 30 gr serving. Smarties are 25 cents same serving size.',user1
follower1,"b'RT @churchhistory: ""Should the commandments be rewritten? No, they should be reread."" #ldsconf http://t.co/AJezFGaVlX http://t.co/GkxOxuFBzq'",user1
follower1,b'Insane!! http://t.co/jPQzGhYTDC',user1
follower1,"b'RT @NRO: The threat of #Ebola maybe be hyped, but the threat of government incompetence is real. @charlescwcooke http://t.co/SVbMdGS4tE'",user1
follower1,"b'RT @RBPundit: Seriously. If Romney were President, do you know who would be the ""Ebola Czar?"" Romney.'",user1
follower1,b'RT @JimStoppani: Dynamic pre. Static post \xe2\x80\x9c@JLW_Abilities: @JimStoppani do you advocate stretching? Dynamic or static? Pre or post workout?\xe2\x80\x9d',user1
follower1,"b'RT @AndreaTantaros: Fun Friday Fact: CDC gave out 25 million in bonuses at same time it was whining over ""budget cuts."" http://t.co/PCpQIJP\xe2\x80\xa6'",user1
follower1,b'@bodybuildingcom How about some @JimStoppani trivia for once?? Grow the #JYMArmy',user1
follower1,"b'RT @Fehertwit: CDC now stands for ""Concierge for Disease Check-in.""'",user1
follower1,"b'RT @FoxNews: #FA18 Super Hornet jet approaches #speedofsound, producing a transonic vapor cone at the Oceana Naval Air Station http://t.co/\xe2\x80\xa6'",user1
follower1,b'Cogent as ever Mr. Walsh!!\n http://t.co/Guc8S0JJDc',user1
follower1,"b'RT @Bodybuildingcom: RETWEET &amp; enter Fantasy Stack Draft for Ca$h! $1,000 &amp; 12 month supply! http://t.co/PVpemEy67q http://t.co/UQe43A7nAA'",user1
follower1,"b""RT @Bodybuildingcom: Retweet if you'd be interested in building a fantasy supplement stack for a chance at $1,000 &amp; a years supply of your \xe2\x80\xa6""",user1
follower1,b'RT @NRO: Q: How do you fix a broken Congress? \nA: Term limits  \nhttp://t.co/qz1hbIqoOS',user1
follower1,"b""@9to5mac after 8.0.2 update red # on settings. Can't soft reset. No slide to shut down, just shuts down. ??? http://t.co/rFSt3VNbqi""",user1
follower1,"b""@MacRumors after 8.0.2 update red # on settings. Can't soft reset. No slide to shut down, just shuts down. ??? http://t.co/Fhc7UozvkC""",user1
follower1,"b'RT @mormonchannel: ""The great test of life is \xe2\x80\xa6 not to endure storms, but to choose the right while they rage."" http://t.co/Zj3M4WcMvl http\xe2\x80\xa6'",user1
follower1,b'@MacRumors Anyone else having trouble restoring from an iCloud backup? #iPhone6',user1
follower1,"b'Sad to see the packets going away, but doing my part to help out those that want tubs #stockup #jymarmy @JimStoppani http://t.co/EOXIwunIjB'",user1
follower1,b'RT @PGATOUR: How it feels to get a golf ball from @McIlroyRory... #FedExCup http://t.co/KTMkYRqv6V',user1
follower1,"b'RT @mormonchannel: ""No matter how many times you have slipped or fallen, rise up! Your destiny is a glorious one!"" #PresUchtdorf http://t.c\xe2\x80\xa6'",user1
follower1,b'@Bodybuildingcom @Team_Optimum why is almost all trivia about Optimum products? #agenda',user1
follower1,b'@TVGN #bombsquad8',user1
follower1,b'RT @IBFinchy: A must see. @Australia: The Milky Way shining over Uluru in @AusOutbackNT. Photo: @LeBackpacker http://t.co/qwkQ9TIe8k',user1
follower1,b'Email from @Bodybuildingcom asking if I need more #PreJYM. Try something diff?? Hell NO!! @JimStoppani http://t.co/DxA5kOaQvl',user1
follower1,"b""@JimStoppani what's the longest you'd leave it out at room temp?""",user1
follower1,"b'RT @R_Dappa: ""@TheWorldImages: I would never leave this shower http://t.co/NjlnYInG13""'",user1
follower1,"b'RT @hale_razor: #YouMightBeALiberal if Obama can legislate his own amnesty, but states like Arizona that enforce existing laws gets slapped\xe2\x80\xa6'",user1
follower1,"b""@liquori_fit @Bodybuildingcom @JimStoppani They are the best! You'll never go back""",user1
follower1,b'@JimStoppani Is it safe to leave protein/water mix at room temp or better to refrigerate?',user1
follower1,b'@liquori_fit @Bodybuildingcom You really need to check out @JimStoppani product line. #JYM #noproprietaryblends',user1
follower1,b'RT @JimStoppani: #JYMArmy - use the link below to vote now for #JYM in the 2014 @Bodybuildingcom awards: http://t.co/UUCvtFmPRI http://t.co\xe2\x80\xa6',user1
follower1,b'http://t.co/vO5xnpO0Gw 2014 Supplement Awards - Vote now and save 10% off your next order! http://t.co/TRDXMJa9wu via @bodybuildingcom',user1
follower1,b'@seanmrivers @Bodybuildingcom @JimStoppani Exactly!!',user1
follower1,b'@JimStoppani #vitajym makes my urine bright neon yellow. Normal?',user1
follower2,"b""Sprinkled in West's ramblings were flashes of truth, real insights into the way the world actually is, not the way\xe2\x80\xa6 https://t.co/WAjmcEB2jw""",user1
follower2,"b'A huge THANK YOU to all of the viewers and fans who bought my new book #ShipOfFools. Because of you, I just found o\xe2\x80\xa6 https://t.co/Uj86XVpobW'",user1
follower2,b'Tonight: @sseagalofficial on Russia Hysteria #StevenSeagal https://t.co/0iVsYTkL5Z',user1
follower2,"b'""I was very emotional last Thursday, more so than I have ever been. I might have been too emotional at times. I kno\xe2\x80\xa6 https://t.co/wXOCbp1dIj'",user1
follower2,b'Brett Kavanaugh has published a new Wall Street Journal op-ed touting his judicial impartiality and defending his c\xe2\x80\xa6 https://t.co/ebgxFZDCT2',user1
follower2,"b'My new book #ShipOfFools is out TODAY! Grab your hardcover, audio or eBook here: https://t.co/dquVWCG5Va https://t.co/MP4ZGtq2OQ'",user1
follower2,b'An update to our Exclusive Investigation into Google.  The tech giant\xe2\x80\x99s employees wanted to rig its own search resu\xe2\x80\xa6 https://t.co/ImeuAsAHyi',user1
follower2,b'https://t.co/LVaPuplNVp',user1
follower2,"b""Exclusive TCT Investigation. Google thought about ways to alter search results after Trump's travel ban decision. W\xe2\x80\xa6 https://t.co/u2AkIuL8WV""",user1
follower2,b'Tonight @ShannonBream and @KatiePavlich battle for the title of ultimate #FinalExam champion. Who will be the queen\xe2\x80\xa6 https://t.co/Eb6yGaiFrX',user1
follower2,b'Internal documents obtained by #TuckerCarlsonTonight show Google employees discussed corrupting the company\xe2\x80\x99s searc\xe2\x80\xa6 https://t.co/jjJe1n7vB9',user1
follower2,"b'The larger lesson of the past 2 yrs is the left will not abide losing power, even temporarily. For liberals, politi\xe2\x80\xa6 https://t.co/cBkVVfvVEs'",user1
follower2,b'Reminder: in just ten minutes https://t.co/tq5XUEpijx',user1
follower2,b'The lawyer for Stormy Daniels has finally accepted our invitation for an interview. Glad to have him. Tonight at 8 PM ET. #Tucker',user1
follower2,"b""#ICYMI Part of a segment from tonight on big tech's political efforts #Tucker https://t.co/X8iNp1BsfN""",user1
follower2,"b""6/6 What's at stake isn't a cable news segment. It's the existence of rational conversation in America. If they can\xe2\x80\xa6 https://t.co/N9bXyezH9a""",user1
follower2,"b""5/6 But our leaders aren't even asking these questions. Instead they're trying to silence anyone who raises them, w\xe2\x80\xa6 https://t.co/dnkSn8REYf""",user1
follower2,b'4/6 These are the questions our leaders out to be asking every day. How does a nation of 325 million people hang to\xe2\x80\xa6 https://t.co/5R9huxL8Jx',user1
follower2,"b'3/6 ""Do you get along better with your neighbors and coworkers if you can\'t understand each other, or share no comm\xe2\x80\xa6 https://t.co/szEeqP6O5y'",user1
follower2,"b'2/6 Here are the words from our segment: ""How precisely is diversity our strength? Can you think of other instituti\xe2\x80\xa6 https://t.co/BicikVaBnv'",user1
follower2,"b'1/6 The organized left is lying about a segment we did on Friday night. Our topic was ""diversity is our strength,""\xe2\x80\xa6 https://t.co/mUcnPRWQDe'",user1
follower2,"b'The assistant deputy undersecretary of god knows what decided he\xe2\x80\x99s king, you\xe2\x80\x99re a moron &amp; we\xe2\x80\x99re doing things his wa\xe2\x80\xa6 https://t.co/dwSXRJNCZO'",user1
follower2,"b""Tune in next as @stoolpresidente joins with his take on Nike's decision to tap Kaepernick as the face of the brand. @barstoolsports #Tucker""",user1
follower2,"b'Jeff Bezos is the richest man in the world. Many of his employees are so poor, you\xe2\x80\x99re paying their welfare benefits\xe2\x80\xa6 https://t.co/N5Ql1LiboS'",user1
follower2,"b'CNN hounded this guy out of a job for giving this speech, which they suggested had something to do with white supre\xe2\x80\xa6 https://t.co/IFTIwg8qMw'",user1
follower2,b'#ICYMI check out my exclusive interview with British activist Tommy Robinson who is out on bail. He details his tim\xe2\x80\xa6 https://t.co/AVIHZmqzZJ',user1
follower2,b'Our sources maintain that Tony Podesta has been offered immunity to testify in Paul Manafort\xe2\x80\x99s criminal trial in D.\xe2\x80\xa6 https://t.co/ExTYcaTkHe',user1
follower2,"b'Our full commentary tonight on the Helsinki summit and why it\'s suddenly ""treason"" to be skeptical of intelligence\xe2\x80\xa6 https://t.co/43B6ceKHlm'",user1
follower2,"b'RT @esaagar: .@TuckerCarlson: ""The very people who assured you that Iraq had weapons of mass destruction, the ones who said the Shah would\xe2\x80\xa6'",user1
follower2,"b'For generations, liberals championed free speech, privacy &amp; due process. Now they lead the charge against civil lib\xe2\x80\xa6 https://t.co/S3xrd1WvvO'",user1
follower2,b'#ICYMI part of my interview with @Chadwick_Moore https://t.co/txROypxgPD',user1
follower2,b'RT @Nigel_Farage: It was great to get @TuckerCarlson\xe2\x80\x99s view on my latest podcast episode. Have a listen! https://t.co/IhOkys0Ne2',user1
follower2,"b""What's on TV is a political tactic but something else terrifying is going on. Formerly responsible ppl suddenly sou\xe2\x80\xa6 https://t.co/nwFq7HtjGH""",user1
follower2,b'That\xe2\x80\x99s why they\xe2\x80\x99re always lecturing you about the patriarchy and the evil of the nuclear family. Millions and milli\xe2\x80\xa6 https://t.co/qrTygoEn9n',user1
follower2,"b'You think any of these people care about family separation? If they did, they\xe2\x80\x99d be upset about the collapse of the\xe2\x80\xa6 https://t.co/C4KVDRCHty'",user1
follower2,b'My new book #ShipOfFools is available for preorder! Click the link below to be one of the first to read. @FoxNews\xe2\x80\xa6 https://t.co/wiCr70CMRp',user1
follower2,"b'Leading the show tonight: Paul Manafort\xe2\x80\x99s longtime business partner, Roger Stone.'",user1
follower2,"b'Thank god 69-year-old Paul Manafort is finally behind bars. Unchain the door, let the kids play outside. We\xe2\x80\x99re safe\xe2\x80\xa6 https://t.co/tEfYa4t42t'",user1
follower2,b'#ICYMI The #MSM slams the Trump/Kim summit. Take a look. https://t.co/aGE4Ul3mMl',user1
follower2,"b'William Wirt School in MD is terrorized by MS-13. Gang members start fights, sell drugs &amp; even rape other students.\xe2\x80\xa6 https://t.co/F1hirIF6m4'",user1
follower2,b'A lot will be said about Charles Krauthammer. I\xe2\x80\x99d add just one thing. https://t.co/emaooPEigG',user1
follower2,b'#ICYMI check out part of my interview with @MarkSteynOnline https://t.co/zkh2Z0Cg3b',user1
follower2,"b""A can't miss #FinalExam tonight. @seanspicer takes on returning champion @KatiePavlich for the chance to take home\xe2\x80\xa6 https://t.co/5VrLmZZf4N""",user1
follower2,"b""#ICYMI here's my monologue on #tommyrobinson from earlier tonight https://t.co/dHtIZzNy9h""",user1
follower2,b'#ICYMI part of my interview with Pamela Anderson on her friendships with Julian Assange and Putin. https://t.co/AdzQeb9mI6',user1
follower2,b'Pamela Anderson joins me tonight to talk about her friendship with Julian Assange who she calls a \xe2\x80\x9chero\xe2\x80\x9d and her vi\xe2\x80\xa6 https://t.co/C2tL3T7TTs',user1
follower2,"b'RT @FoxNews: George Papadopoulos\' wife Simona Mangiante Papadopoulos: ""I trust and hope and ask to President Trump to pardon him."" https://\xe2\x80\xa6'",user1
follower2,b'The FAA is intentionally seeking unqualified candidates to become air traffic controllers. The long-term unemployed\xe2\x80\xa6 https://t.co/0YC7ub5mVL',user1
follower2,b'Check out part of my interview with @mikeroweworks https://t.co/6mX7FnLGNj',user1
follower2,b'More &amp; more it feels like racial division is the subtext of everything. Topics that seem totally unrelated to ethni\xe2\x80\xa6 https://t.co/LZQfOKoyhN',user1
follower2,b'Check out part of my open from tonight on increased lunacy on the Left https://t.co/bHCW5VbVSX',user1
follower2,b'Check out part of my interview with @KTHopkins on jailed British journalist Tommy Robinson. https://t.co/xf4nYjs5Oa',user1
follower2,"b'When it comes to China, our greatest rival, our elites bow to the elderly fascists who run that country. Tonight in\xe2\x80\xa6 https://t.co/tICiAGhn4x'",user1
follower2,b'Thank you viewers \nhttps://t.co/NoEdBXkYPh',user1
follower2,"b'In an interview, James Clapper claimed that Russia flipped the result of the 2016 election. Asked for evidence, Cla\xe2\x80\xa6 https://t.co/Vq5iFR00Cd'",user1
follower2,"b'""Don\'t lend your hand to raise no flag atop no ship of fools."" https://t.co/54vTlefROX'",user1
follower2,"b""Tucker's new book #ShipOfFools is now available for preorder! Click the link below to be one of the first to read!\xe2\x80\xa6 https://t.co/cg3rqrtkyz""",user1
follower2,"b""Mueller's investigation grinds on, as it has for an 1 yr. So far the whole thing has produced zero evidence that Tr\xe2\x80\xa6 https://t.co/SRhZW53HjS""",user1
follower2,b'This week marks the 1 yr anniv of the Mueller probe. Costing millions &amp; our political system has been brought to a\xe2\x80\xa6 https://t.co/TMfG6dESmE',user1
follower2,"b""The Mueller probe is no longer a law enforcement investigation. It's a hit job. This pleases the Left. Removing Tru\xe2\x80\xa6 https://t.co/uMdNpDBOcY""",user1
follower2,"b""The biggest threat to America isn't Putin, but China. Consider: China spies on us more than any other country. It's\xe2\x80\xa6 https://t.co/FKSqEb7lOk""",user1
follower2,"b'The cost of college rises each yr. Most students need hefty loans to attend. Yet classes teach less than ever, unle\xe2\x80\xa6 https://t.co/EXWz8wuiF3'",user1
follower2,"b""Let's review. Trump ran promising to improve relations w/ Russia...voters agreed. But permanent DC hated the idea.\xe2\x80\xa6 https://t.co/1YK1xi3aFB""",user1
follower2,b'What does @stoolpresidente think we should do with crying college kids? @barstoolsports https://t.co/IUnuQcXh2h',user1
follower2,"b'Tune in tonight as @Stoolpresidente takes on the #NFL, college kids crying in closets and weeping in public. @barstoolsports'",user1
follower2,b'The big digital monopolies demand that we conform to their worldview and shut us down when we dissent. They have to\xe2\x80\xa6 https://t.co/6RmYF55B16',user1
follower2,b'Is MS-13 getting more dangerous? https://t.co/gqaax8ykQY',user1
follower2,"b'#ICYMI check out part of my interview with an anti-gun control Parkland teen who says he was interrogated ""like a c\xe2\x80\xa6 https://t.co/F8LQzDyM5d'",user1
follower2,"b'The war against lying, pomposity, smugness, and groupthink continues. After three days off, Tucker Carlson will be\xe2\x80\xa6 https://t.co/asuZGQrjF6'",user1
follower2,b'Part of my interview on a plan to cut California into three states https://t.co/ltXQLH7Sfu',user1
follower2,b'Is College Worth It?  Our series hopes to answer that question over the next month. There are a lot of ways to asse\xe2\x80\xa6 https://t.co/HOgi4z4BI6',user1
follower2,b'My interview about covering pandas https://t.co/CdBVxtWPsz',user1
follower2,b'Assume Assad used chlorine gas. Is it worth starting a war? Overthrowing Assad results in chaos. Thousands die. We\xe2\x80\xa6 https://t.co/ZXPpMorPWS',user1
follower2,"b'#ICYMI part of tonight\'s installment of the ""Tech Tyranny"" series https://t.co/wU9oNrCzpZ'",user1
follower2,"b""By now you likely understand that the Russia hysteria is fundamentally dishonest. It's propaganda, just like most t\xe2\x80\xa6 https://t.co/zHC4JDE54Q""",user1
follower2,"b""The mid class is fleeing CA. Normal ppl can't live there anymore. Housing prices are too high, wages too low. CA in\xe2\x80\xa6 https://t.co/yHla4Hpv8y""",user1
follower2,"b""Eric Schmidt chairs Google\xe2\x80\x99s parent CO. He says China will be the World's leader in AI &amp; they'll use it for militar\xe2\x80\xa6 https://t.co/5YHblbWnuC""",user1
follower2,"b'A caravan of more than 1,000 Central Americans is traveling across Mexico tonight toward our southern border. These\xe2\x80\xa6 https://t.co/B8gCL5p8N8'",user1
follower2,b'Check out part of my interview with Fabio! https://t.co/vDbnswrV0t',user1
follower2,b'Do your guards have trouble navigating their trebuchets through LA traffic? Or are those banned in California? https://t.co/mdCLBCLEZe',user1
follower2,b'For more on the story I discussed briefly with @ggreenwald \nhttps://t.co/3tNKxA5koV',user1
follower2,"b'RT @ggreenwald: Our homeless-run animal shelter - that we first unveiled on @DemocracyNow in the above video - is, with your generosity, no\xe2\x80\xa6'",user1
follower2,"b""If you really cared about representative democracy, you'd be vigilant about stopping voter fraud. Instead the left\xe2\x80\xa6 https://t.co/4t0K6slJ3F""",user1
follower2,"b""In real life, nothing is simple. We don't know why the incidence of school shootings has risen, even as the proport\xe2\x80\xa6 https://t.co/FR0GGBsri0""",user1
follower2,"b""Forget Russia hysteria or Cambridge Analytica. It's Facebook and Google you should be worried about. They're choosi\xe2\x80\xa6 https://t.co/j5P5bQ1JGZ""",user1
follower2,b'Does the new spending bill represent what Americans voted for in 2016? Spoiler! It does not. Take a look at my take\xe2\x80\xa6 https://t.co/xapSCBAj7y',user1
follower2,"b""The new budget legislation will trigger a trillion-dollar deficit, or come very close to that...There's an awful lo\xe2\x80\xa6 https://t.co/i68n2lhYMN""",user1
follower2,b'#ICYMI part of the opening monologue from tonight https://t.co/Gd8m5n0iIO',user1
follower2,"b'CNN peddles its airtime to repressive regimes around the world for pay. In Turkey, CNN functions as state TV, pushi\xe2\x80\xa6 https://t.co/kM1owghyJH'",user1
follower2,b'The left &amp; large corps are working together to roll back the 2A w/out legislation. Citigroup will require clients t\xe2\x80\xa6 https://t.co/seYWXmAqBQ',user1
follower2,"b'CNN\'s chairman just took a brief pause from gun control to call us ""state TV"". Let\'s consider the humor in this. St\xe2\x80\xa6 https://t.co/AX6Lzza4uF'",user1
follower2,b'Watch the whole video here: https://t.co/C0jSgQ0RJ0',user1
follower2,"b""Fathers are disappearing from American family life, and it's having a devastating effect on the sons they leave beh\xe2\x80\xa6 https://t.co/f6SSwjoYeb""",user1
follower2,b'There are a lot of reasons why men are falling behind in this country. But a look at the numbers reveals one statis\xe2\x80\xa6 https://t.co/o5rLkMj6q0',user1
follower2,"b'Law &amp; order is breaking down in CA. Oakland mayor Schaaf warned illegal immigrants ahead of an ICE raid, allowing t\xe2\x80\xa6 https://t.co/j7DY5z4UBx'",user1
follower2,b'Ralph Peters has been in the news lately. Check out our interview with him from last summer. It says it all.\xe2\x80\xa6 https://t.co/5X176j9UxQ',user1
follower2,b'The priorities of this congress seem to be set by Dems rather than by the party supposedly in charge. Dems have def\xe2\x80\xa6 https://t.co/CX8XDDvCLj',user1
follower2,b'#ICYMI Check out the segment from tonight about the changing demographics in America https://t.co/eM1VJkN8OG',user1
follower2,"b""2 questions matter: What did McCabe do &amp; did it justify his firing? According to the FBI's office of prof responsib\xe2\x80\xa6 https://t.co/HiAEMoN8mK""",user1
follower2,b'Watch the full clip here: https://t.co/Ux3isb4jd2',user1
follower2,"b""Falling wages for men aren't just making people poorer. They're destroying marriage and the family itself. Here's p\xe2\x80\xa6 https://t.co/oeFajqXjFZ""",user1
follower2,"b'When men\xe2\x80\x99s wages fall, families collapse. It happened in inner cities. Now it\xe2\x80\x99s happening in middle America. For so\xe2\x80\xa6 https://t.co/tVh323wQdF'",user1
follower2,"b"".@HillaryClinton's apology tour continued in India....the only person she isn't blaming is herself! https://t.co/Svh0NzO6O7""",user1
follower2,"b'College students now care more about diversity and inclusion than free speech.  If this trend persists, the America\xe2\x80\xa6 https://t.co/gwS7L0eyJb'",user1
follower2,b'Dems believe illegal aliens accused of murder deserve protection from you more than you deserve protection from the\xe2\x80\xa6 https://t.co/5Sv6ZKBlBr',user1
follower2,"b""Democrats aren't simply the pro-immigration party. They've become the anti-border party. The party opposed to citiz\xe2\x80\xa6 https://t.co/buDh00Zp4n""",user1
